Kommune,Timestamp,Recovered
Altomünster,2021-12-06T21:13:37+01:00,601
Bergkirchen,2021-12-06T21:13:37+01:00,555
Dachau,2021-12-06T21:13:37+01:00,4103
Erdweg,2021-12-06T21:13:37+01:00,470
Haimhausen,2021-12-06T21:13:37+01:00,384
Hebertshausen,2021-12-06T21:13:37+01:00,370
Hilgertshausen-Tandern,2021-12-06T21:13:37+01:00,242
Karlsfeld,2021-12-06T21:13:37+01:00,2121
Markt Indersdorf,2021-12-06T21:13:37+01:00,841
Odelzhausen,2021-12-06T21:13:37+01:00,421
Petershausen,2021-12-06T21:13:37+01:00,477
Pfaffenhofen a.d. Glonn,2021-12-06T21:13:37+01:00,147
Röhrmoos,2021-12-06T21:13:37+01:00,564
Schwabhausen,2021-12-06T21:13:37+01:00,495
Sulzemoos,2021-12-06T21:13:37+01:00,209
Vierkirchen,2021-12-06T21:13:37+01:00,360
Weichs,2021-12-06T21:13:37+01:00,296
