Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-16T17:14:33+01:00,281,273
Bergkirchen,2021-02-16T17:14:33+01:00,247,231
Dachau,2021-02-16T17:14:33+01:00,1806,1781
Erdweg,2021-02-16T17:14:33+01:00,199,187
Haimhausen,2021-02-16T17:14:33+01:00,171,168
Hebertshausen,2021-02-16T17:14:33+01:00,125,123
Hilgertshausen-Tandern,2021-02-16T17:14:33+01:00,90,87
Karlsfeld,2021-02-16T17:14:33+01:00,1090,1033
Markt Indersdorf,2021-02-16T17:14:33+01:00,357,338
Odelzhausen,2021-02-16T17:14:33+01:00,161,142
Petershausen,2021-02-16T17:14:33+01:00,135,130
Pfaffenhofen a.d. Glonn,2021-02-16T17:14:33+01:00,73,66
Röhrmoos,2021-02-16T17:14:33+01:00,326,306
Schwabhausen,2021-02-16T17:14:33+01:00,210,208
Sulzemoos,2021-02-16T17:14:33+01:00,95,92
Vierkirchen,2021-02-16T17:14:33+01:00,143,142
Weichs,2021-02-16T17:14:33+01:00,158,117
