Kommune,Timestamp,Confirmed
Altomünster,2022-06-13T21:15:04+02:00,3270
Bergkirchen,2022-06-13T21:15:04+02:00,3098
Dachau,2022-06-13T21:15:04+02:00,19117
Erdweg,2022-06-13T21:15:04+02:00,2549
Haimhausen,2022-06-13T21:15:04+02:00,2257
Hebertshausen,2022-06-13T21:15:04+02:00,2152
Hilgertshausen-Tandern,2022-06-13T21:15:04+02:00,1266
Karlsfeld,2022-06-13T21:15:04+02:00,8981
Markt Indersdorf,2022-06-13T21:15:04+02:00,4247
Odelzhausen,2022-06-13T21:15:04+02:00,2118
Petershausen,2022-06-13T21:15:04+02:00,2488
Pfaffenhofen a.d. Glonn,2022-06-13T21:15:04+02:00,898
Röhrmoos,2022-06-13T21:15:04+02:00,2894
Schwabhausen,2022-06-13T21:15:04+02:00,2624
Sulzemoos,2022-06-13T21:15:04+02:00,1227
Vierkirchen,2022-06-13T21:15:04+02:00,1783
Weichs,2022-06-13T21:15:04+02:00,1417
