Kommune,Timestamp,Recovered
Altomünster,2022-01-27T21:14:23+01:00,775
Bergkirchen,2022-01-27T21:14:23+01:00,775
Dachau,2022-01-27T21:14:23+01:00,5639
Erdweg,2022-01-27T21:14:23+01:00,605
Haimhausen,2022-01-27T21:14:23+01:00,529
Hebertshausen,2022-01-27T21:14:23+01:00,504
Hilgertshausen-Tandern,2022-01-27T21:14:23+01:00,309
Karlsfeld,2022-01-27T21:14:23+01:00,2826
Markt Indersdorf,2022-01-27T21:14:23+01:00,1119
Odelzhausen,2022-01-27T21:14:23+01:00,567
Petershausen,2022-01-27T21:14:23+01:00,628
Pfaffenhofen a.d. Glonn,2022-01-27T21:14:23+01:00,228
Röhrmoos,2022-01-27T21:14:23+01:00,761
Schwabhausen,2022-01-27T21:14:23+01:00,738
Sulzemoos,2022-01-27T21:14:23+01:00,295
Vierkirchen,2022-01-27T21:14:23+01:00,464
Weichs,2022-01-27T21:14:23+01:00,429
