Kommune,Timestamp,Confirmed
Altomünster,2021-09-16T21:11:10+02:00,447
Bergkirchen,2021-09-16T21:11:10+02:00,427
Dachau,2021-09-16T21:11:10+02:00,2917
Erdweg,2021-09-16T21:11:10+02:00,359
Haimhausen,2021-09-16T21:11:10+02:00,256
Hebertshausen,2021-09-16T21:11:10+02:00,238
Hilgertshausen-Tandern,2021-09-16T21:11:10+02:00,164
Karlsfeld,2021-09-16T21:11:10+02:00,1626
Markt Indersdorf,2021-09-16T21:11:10+02:00,641
Odelzhausen,2021-09-16T21:11:10+02:00,283
Petershausen,2021-09-16T21:11:10+02:00,302
Pfaffenhofen a.d. Glonn,2021-09-16T21:11:10+02:00,107
Röhrmoos,2021-09-16T21:11:10+02:00,439
Schwabhausen,2021-09-16T21:11:10+02:00,363
Sulzemoos,2021-09-16T21:11:10+02:00,139
Vierkirchen,2021-09-16T21:11:10+02:00,270
Weichs,2021-09-16T21:11:10+02:00,224
