Kommune,Timestamp,Confirmed
Aschheim,2021-11-23T00:00:00+01:00,713
Aying,2021-11-23T00:00:00+01:00,360
Baierbrunn,2021-11-23T00:00:00+01:00,198
Brunnthal,2021-11-23T00:00:00+01:00,317
Feldkirchen,2021-11-23T00:00:00+01:00,473
Garching b. München,2021-11-23T00:00:00+01:00,1318
Gräfelfing,2021-11-23T00:00:00+01:00,915
Grasbrunn,2021-11-23T00:00:00+01:00,362
Grünwald,2021-11-23T00:00:00+01:00,730
Haar,2021-11-23T00:00:00+01:00,2038
Hohenbrunn,2021-11-23T00:00:00+01:00,460
Höhenkirchen-Siegertsbrunn,2021-11-23T00:00:00+01:00,710
Ismaning,2021-11-23T00:00:00+01:00,1043
Kirchheim b. München,2021-11-23T00:00:00+01:00,691
Neubiberg,2021-11-23T00:00:00+01:00,899
Neuried,2021-11-23T00:00:00+01:00,497
Oberhaching,2021-11-23T00:00:00+01:00,904
Oberschleißheim,2021-11-23T00:00:00+01:00,866
Ottobrunn,2021-11-23T00:00:00+01:00,1631
Planegg,2021-11-23T00:00:00+01:00,676
Pullach im Isartal,2021-11-23T00:00:00+01:00,649
Putzbrunn,2021-11-23T00:00:00+01:00,449
Sauerlach,2021-11-23T00:00:00+01:00,532
Schäftlarn,2021-11-23T00:00:00+01:00,323
Straßlach-Dingharting,2021-11-23T00:00:00+01:00,197
Taufkirchen,2021-11-23T00:00:00+01:00,1330
Unterföhring,2021-11-23T00:00:00+01:00,666
Unterhaching,2021-11-23T00:00:00+01:00,1592
Unterschleißheim,2021-11-23T00:00:00+01:00,2160
