Kommune,Timestamp,Confirmed
Aschheim,2021-12-23T00:00:00+01:00,856
Aying,2021-12-23T00:00:00+01:00,444
Baierbrunn,2021-12-23T00:00:00+01:00,249
Brunnthal,2021-12-23T00:00:00+01:00,396
Feldkirchen,2021-12-23T00:00:00+01:00,574
Garching b. München,2021-12-23T00:00:00+01:00,1585
Gräfelfing,2021-12-23T00:00:00+01:00,1098
Grasbrunn,2021-12-23T00:00:00+01:00,404
Grünwald,2021-12-23T00:00:00+01:00,903
Haar,2021-12-23T00:00:00+01:00,2301
Hohenbrunn,2021-12-23T00:00:00+01:00,559
Höhenkirchen-Siegertsbrunn,2021-12-23T00:00:00+01:00,896
Ismaning,2021-12-23T00:00:00+01:00,1319
Kirchheim b. München,2021-12-23T00:00:00+01:00,862
Neubiberg,2021-12-23T00:00:00+01:00,1041
Neuried,2021-12-23T00:00:00+01:00,604
Oberhaching,2021-12-23T00:00:00+01:00,1064
Oberschleißheim,2021-12-23T00:00:00+01:00,1022
Ottobrunn,2021-12-23T00:00:00+01:00,1905
Planegg,2021-12-23T00:00:00+01:00,805
Pullach im Isartal,2021-12-23T00:00:00+01:00,739
Putzbrunn,2021-12-23T00:00:00+01:00,525
Sauerlach,2021-12-23T00:00:00+01:00,631
Schäftlarn,2021-12-23T00:00:00+01:00,440
Straßlach-Dingharting,2021-12-23T00:00:00+01:00,232
Taufkirchen,2021-12-23T00:00:00+01:00,1588
Unterföhring,2021-12-23T00:00:00+01:00,776
Unterhaching,2021-12-23T00:00:00+01:00,1862
Unterschleißheim,2021-12-23T00:00:00+01:00,2577
