Kommune,Timestamp,Confirmed
Aschheim,2020-10-16T14:00:00+02:00,57
Aying,2020-10-16T14:00:00+02:00,41
Baierbrunn,2020-10-16T14:00:00+02:00,44
Brunnthal,2020-10-16T14:00:00+02:00,18
Feldkirchen,2020-10-16T14:00:00+02:00,25
Garching b. München,2020-10-16T14:00:00+02:00,128
Gräfelfing,2020-10-16T14:00:00+02:00,80
Grasbrunn,2020-10-16T14:00:00+02:00,30
Grünwald,2020-10-16T14:00:00+02:00,99
Haar,2020-10-16T14:00:00+02:00,189
Hohenbrunn,2020-10-16T14:00:00+02:00,40
Höhenkirchen-Siegertsbrunn,2020-10-16T14:00:00+02:00,56
Ismaning,2020-10-16T14:00:00+02:00,131
Kirchheim b. München,2020-10-16T14:00:00+02:00,73
Neubiberg,2020-10-16T14:00:00+02:00,85
Neuried,2020-10-16T14:00:00+02:00,54
Oberhaching,2020-10-16T14:00:00+02:00,113
Oberschleißheim,2020-10-16T14:00:00+02:00,70
Ottobrunn,2020-10-16T14:00:00+02:00,139
Planegg,2020-10-16T14:00:00+02:00,119
Pullach im Isartal,2020-10-16T14:00:00+02:00,52
Putzbrunn,2020-10-16T14:00:00+02:00,27
Sauerlach,2020-10-16T14:00:00+02:00,36
Schäftlarn,2020-10-16T14:00:00+02:00,25
Straßlach-Dingharting,2020-10-16T14:00:00+02:00,13
Taufkirchen,2020-10-16T14:00:00+02:00,115
Unterföhring,2020-10-16T14:00:00+02:00,69
Unterhaching,2020-10-16T14:00:00+02:00,234
Unterschleißheim,2020-10-16T14:00:00+02:00,219
