Kommune,Timestamp,Confirmed
Aschheim,2021-09-02T00:00:00+02:00,474
Aying,2021-09-02T00:00:00+02:00,200
Baierbrunn,2021-09-02T00:00:00+02:00,127
Brunnthal,2021-09-02T00:00:00+02:00,193
Feldkirchen,2021-09-02T00:00:00+02:00,277
Garching b. München,2021-09-02T00:00:00+02:00,925
Gräfelfing,2021-09-02T00:00:00+02:00,581
Grasbrunn,2021-09-02T00:00:00+02:00,220
Grünwald,2021-09-02T00:00:00+02:00,518
Haar,2021-09-02T00:00:00+02:00,1545
Hohenbrunn,2021-09-02T00:00:00+02:00,262
Höhenkirchen-Siegertsbrunn,2021-09-02T00:00:00+02:00,441
Ismaning,2021-09-02T00:00:00+02:00,711
Kirchheim b. München,2021-09-02T00:00:00+02:00,453
Neubiberg,2021-09-02T00:00:00+02:00,590
Neuried,2021-09-02T00:00:00+02:00,341
Oberhaching,2021-09-02T00:00:00+02:00,666
Oberschleißheim,2021-09-02T00:00:00+02:00,598
Ottobrunn,2021-09-02T00:00:00+02:00,1103
Planegg,2021-09-02T00:00:00+02:00,465
Pullach im Isartal,2021-09-02T00:00:00+02:00,508
Putzbrunn,2021-09-02T00:00:00+02:00,299
Sauerlach,2021-09-02T00:00:00+02:00,270
Schäftlarn,2021-09-02T00:00:00+02:00,206
Straßlach-Dingharting,2021-09-02T00:00:00+02:00,114
Taufkirchen,2021-09-02T00:00:00+02:00,968
Unterföhring,2021-09-02T00:00:00+02:00,525
Unterhaching,2021-09-02T00:00:00+02:00,1054
Unterschleißheim,2021-09-02T00:00:00+02:00,1523
