Kommune,Timestamp,Confirmed
Aschheim,2021-04-04T14:00:00+02:00,380
Aying,2021-04-04T14:00:00+02:00,171
Baierbrunn,2021-04-04T14:00:00+02:00,109
Brunnthal,2021-04-04T14:00:00+02:00,152
Feldkirchen,2021-04-04T14:00:00+02:00,203
Garching,2021-04-04T14:00:00+02:00,688
Gräfelfing,2021-04-04T14:00:00+02:00,458
Grasbrunn,2021-04-04T14:00:00+02:00,192
Grünwald,2021-04-04T14:00:00+02:00,447
Haar,2021-04-04T14:00:00+02:00,1164
Hohenbrunn,2021-04-04T14:00:00+02:00,209
Höhenkirchen-Siegertsbrunn,2021-04-04T14:00:00+02:00,352
Ismaning,2021-04-04T14:00:00+02:00,573
Kirchheim,2021-04-04T14:00:00+02:00,347
Neubiberg,2021-04-04T14:00:00+02:00,475
Neuried,2021-04-04T14:00:00+02:00,256
Oberhaching,2021-04-04T14:00:00+02:00,561
Oberschleißheim,2021-04-04T14:00:00+02:00,457
Ottobrunn,2021-04-04T14:00:00+02:00,825
Planegg,2021-04-04T14:00:00+02:00,382
Pullach,2021-04-04T14:00:00+02:00,447
Putzbrunn,2021-04-04T14:00:00+02:00,231
Sauerlach,2021-04-04T14:00:00+02:00,212
Schäftlarn,2021-04-04T14:00:00+02:00,159
Straßlach-Dingharting,2021-04-04T14:00:00+02:00,92
Taufkirchen,2021-04-04T14:00:00+02:00,664
Unterföhring,2021-04-04T14:00:00+02:00,411
Unterhaching,2021-04-04T14:00:00+02:00,846
Unterschleißheim,2021-04-04T14:00:00+02:00,1104
