Kommune,Timestamp,Confirmed
Aschheim,2020-11-12T14:00:00+01:00,109
Aying,2020-11-12T14:00:00+01:00,65
Baierbrunn,2020-11-12T14:00:00+01:00,49
Brunnthal,2020-11-12T14:00:00+01:00,38
Feldkirchen,2020-11-12T14:00:00+01:00,61
Garching b. München,2020-11-12T14:00:00+01:00,231
Gräfelfing,2020-11-12T14:00:00+01:00,152
Grasbrunn,2020-11-12T14:00:00+01:00,62
Grünwald,2020-11-12T14:00:00+01:00,181
Haar,2020-11-12T14:00:00+01:00,399
Hohenbrunn,2020-11-12T14:00:00+01:00,88
Höhenkirchen-Siegertsbrunn,2020-11-12T14:00:00+01:00,107
Ismaning,2020-11-12T14:00:00+01:00,226
Kirchheim b. München,2020-11-12T14:00:00+01:00,130
Neubiberg,2020-11-12T14:00:00+01:00,160
Neuried,2020-11-12T14:00:00+01:00,94
Oberhaching,2020-11-12T14:00:00+01:00,208
Oberschleißheim,2020-11-12T14:00:00+01:00,150
Ottobrunn,2020-11-12T14:00:00+01:00,283
Planegg,2020-11-12T14:00:00+01:00,165
Pullach im Isartal,2020-11-12T14:00:00+01:00,126
Putzbrunn,2020-11-12T14:00:00+01:00,60
Sauerlach,2020-11-12T14:00:00+01:00,62
Schäftlarn,2020-11-12T14:00:00+01:00,42
Straßlach-Dingharting,2020-11-12T14:00:00+01:00,20
Taufkirchen,2020-11-12T14:00:00+01:00,235
Unterföhring,2020-11-12T14:00:00+01:00,116
Unterhaching,2020-11-12T14:00:00+01:00,387
Unterschleißheim,2020-11-12T14:00:00+01:00,383
