Kommune,Timestamp,Confirmed
Aschheim,2020-12-28T14:00:00+01:00,287
Aying,2020-12-28T14:00:00+01:00,129
Baierbrunn,2020-12-28T14:00:00+01:00,74
Brunnthal,2020-12-28T14:00:00+01:00,75
Feldkirchen,2020-12-28T14:00:00+01:00,129
Garching b. München,2020-12-28T14:00:00+01:00,464
Gräfelfing,2020-12-28T14:00:00+01:00,322
Grasbrunn,2020-12-28T14:00:00+01:00,128
Grünwald,2020-12-28T14:00:00+01:00,286
Haar,2020-12-28T14:00:00+01:00,826
Hohenbrunn,2020-12-28T14:00:00+01:00,144
Höhenkirchen-Siegertsbrunn,2020-12-28T14:00:00+01:00,203
Ismaning,2020-12-28T14:00:00+01:00,432
Kirchheim b. München,2020-12-28T14:00:00+01:00,232
Neubiberg,2020-12-28T14:00:00+01:00,333
Neuried,2020-12-28T14:00:00+01:00,175
Oberhaching,2020-12-28T14:00:00+01:00,360
Oberschleißheim,2020-12-28T14:00:00+01:00,304
Ottobrunn,2020-12-28T14:00:00+01:00,546
Planegg,2020-12-28T14:00:00+01:00,274
Pullach im Isartal,2020-12-28T14:00:00+01:00,236
Putzbrunn,2020-12-28T14:00:00+01:00,130
Sauerlach,2020-12-28T14:00:00+01:00,127
Schäftlarn,2020-12-28T14:00:00+01:00,96
Straßlach-Dingharting,2020-12-28T14:00:00+01:00,50
Taufkirchen,2020-12-28T14:00:00+01:00,501
Unterföhring,2020-12-28T14:00:00+01:00,234
Unterhaching,2020-12-28T14:00:00+01:00,642
Unterschleißheim,2020-12-28T14:00:00+01:00,742
