Kommune,Timestamp,Confirmed
Aschheim,2021-09-27T00:00:00+02:00,514
Aying,2021-09-27T00:00:00+02:00,222
Baierbrunn,2021-09-27T00:00:00+02:00,135
Brunnthal,2021-09-27T00:00:00+02:00,202
Feldkirchen,2021-09-27T00:00:00+02:00,316
Garching b. München,2021-09-27T00:00:00+02:00,999
Gräfelfing,2021-09-27T00:00:00+02:00,622
Grasbrunn,2021-09-27T00:00:00+02:00,238
Grünwald,2021-09-27T00:00:00+02:00,544
Haar,2021-09-27T00:00:00+02:00,1640
Hohenbrunn,2021-09-27T00:00:00+02:00,285
Höhenkirchen-Siegertsbrunn,2021-09-27T00:00:00+02:00,461
Ismaning,2021-09-27T00:00:00+02:00,764
Kirchheim b. München,2021-09-27T00:00:00+02:00,486
Neubiberg,2021-09-27T00:00:00+02:00,621
Neuried,2021-09-27T00:00:00+02:00,361
Oberhaching,2021-09-27T00:00:00+02:00,701
Oberschleißheim,2021-09-27T00:00:00+02:00,631
Ottobrunn,2021-09-27T00:00:00+02:00,1227
Planegg,2021-09-27T00:00:00+02:00,494
Pullach im Isartal,2021-09-27T00:00:00+02:00,523
Putzbrunn,2021-09-27T00:00:00+02:00,318
Sauerlach,2021-09-27T00:00:00+02:00,294
Schäftlarn,2021-09-27T00:00:00+02:00,213
Straßlach-Dingharting,2021-09-27T00:00:00+02:00,115
Taufkirchen,2021-09-27T00:00:00+02:00,1033
Unterföhring,2021-09-27T00:00:00+02:00,547
Unterhaching,2021-09-27T00:00:00+02:00,1106
Unterschleißheim,2021-09-27T00:00:00+02:00,1646
