Kommune,Timestamp,Confirmed
Aschheim,2020-04-22T12:30:00+02:00,29
Aying,2020-04-22T12:30:00+02:00,26
Baierbrunn,2020-04-22T12:30:00+02:00,13
Brunnthal,2020-04-22T12:30:00+02:00,14
Feldkirchen,2020-04-22T12:30:00+02:00,13
Garching b. München,2020-04-22T12:30:00+02:00,70
Gräfelfing,2020-04-22T12:30:00+02:00,48
Grasbrunn,2020-04-22T12:30:00+02:00,10
Grünwald,2020-04-22T12:30:00+02:00,57
Haar,2020-04-22T12:30:00+02:00,65
Hohenbrunn,2020-04-22T12:30:00+02:00,23
Höhenkirchen-Siegertsbrunn,2020-04-22T12:30:00+02:00,24
Ismaning,2020-04-22T12:30:00+02:00,76
Kirchheim b. München,2020-04-22T12:30:00+02:00,41
Neubiberg,2020-04-22T12:30:00+02:00,41
Neuried,2020-04-22T12:30:00+02:00,22
Oberhaching,2020-04-22T12:30:00+02:00,55
Oberschleißheim,2020-04-22T12:30:00+02:00,35
Ottobrunn,2020-04-22T12:30:00+02:00,55
Planegg,2020-04-22T12:30:00+02:00,79
Pullach im Isartal,2020-04-22T12:30:00+02:00,35
Putzbrunn,2020-04-22T12:30:00+02:00,14
Sauerlach,2020-04-22T12:30:00+02:00,17
Schäftlarn,2020-04-22T12:30:00+02:00,18
Straßlach-Dingharting,2020-04-22T12:30:00+02:00,11
Taufkirchen,2020-04-22T12:30:00+02:00,56
Unterföhring,2020-04-22T12:30:00+02:00,30
Unterhaching,2020-04-22T12:30:00+02:00,139
Unterschleißheim,2020-04-22T12:30:00+02:00,86
