Kommune,Timestamp,Confirmed
Aschheim,2021-04-29T14:00:00+02:00,419
Aying,2021-04-29T14:00:00+02:00,180
Baierbrunn,2021-04-29T14:00:00+02:00,119
Brunnthal,2021-04-29T14:00:00+02:00,170
Feldkirchen,2021-04-29T14:00:00+02:00,233
Garching b. München,2021-04-29T14:00:00+02:00,809
Gräfelfing,2021-04-29T14:00:00+02:00,522
Grasbrunn,2021-04-29T14:00:00+02:00,201
Grünwald,2021-04-29T14:00:00+02:00,486
Haar,2021-04-29T14:00:00+02:00,1355
Hohenbrunn,2021-04-29T14:00:00+02:00,237
Höhenkirchen-Siegertsbrunn,2021-04-29T14:00:00+02:00,384
Ismaning,2021-04-29T14:00:00+02:00,645
Kirchheim b. München,2021-04-29T14:00:00+02:00,414
Neubiberg,2021-04-29T14:00:00+02:00,539
Neuried,2021-04-29T14:00:00+02:00,299
Oberhaching,2021-04-29T14:00:00+02:00,610
Oberschleißheim,2021-04-29T14:00:00+02:00,516
Ottobrunn,2021-04-29T14:00:00+02:00,950
Planegg,2021-04-29T14:00:00+02:00,425
Pullach im Isartal,2021-04-29T14:00:00+02:00,463
Putzbrunn,2021-04-29T14:00:00+02:00,269
Sauerlach,2021-04-29T14:00:00+02:00,234
Schäftlarn,2021-04-29T14:00:00+02:00,178
Straßlach-Dingharting,2021-04-29T14:00:00+02:00,102
Taufkirchen,2021-04-29T14:00:00+02:00,828
Unterföhring,2021-04-29T14:00:00+02:00,465
Unterhaching,2021-04-29T14:00:00+02:00,926
Unterschleißheim,2021-04-29T14:00:00+02:00,1320
