Kommune,Timestamp,Confirmed
Aschheim,2021-11-10T00:00:00+01:00,621
Aying,2021-11-10T00:00:00+01:00,315
Baierbrunn,2021-11-10T00:00:00+01:00,158
Brunnthal,2021-11-10T00:00:00+01:00,257
Feldkirchen,2021-11-10T00:00:00+01:00,403
Garching b. München,2021-11-10T00:00:00+01:00,1160
Gräfelfing,2021-11-10T00:00:00+01:00,785
Grasbrunn,2021-11-10T00:00:00+01:00,310
Grünwald,2021-11-10T00:00:00+01:00,638
Haar,2021-11-10T00:00:00+01:00,1854
Hohenbrunn,2021-11-10T00:00:00+01:00,397
Höhenkirchen-Siegertsbrunn,2021-11-10T00:00:00+01:00,559
Ismaning,2021-11-10T00:00:00+01:00,904
Kirchheim b. München,2021-11-10T00:00:00+01:00,578
Neubiberg,2021-11-10T00:00:00+01:00,791
Neuried,2021-11-10T00:00:00+01:00,440
Oberhaching,2021-11-10T00:00:00+01:00,796
Oberschleißheim,2021-11-10T00:00:00+01:00,772
Ottobrunn,2021-11-10T00:00:00+01:00,1464
Planegg,2021-11-10T00:00:00+01:00,601
Pullach im Isartal,2021-11-10T00:00:00+01:00,607
Putzbrunn,2021-11-10T00:00:00+01:00,386
Sauerlach,2021-11-10T00:00:00+01:00,420
Schäftlarn,2021-11-10T00:00:00+01:00,280
Straßlach-Dingharting,2021-11-10T00:00:00+01:00,166
Taufkirchen,2021-11-10T00:00:00+01:00,1201
Unterföhring,2021-11-10T00:00:00+01:00,603
Unterhaching,2021-11-10T00:00:00+01:00,1347
Unterschleißheim,2021-11-10T00:00:00+01:00,1912
