Kommune,Timestamp,Confirmed
Aschheim,2021-04-16T14:00:00+02:00,396
Aying,2021-04-16T14:00:00+02:00,172
Baierbrunn,2021-04-16T14:00:00+02:00,112
Brunnthal,2021-04-16T14:00:00+02:00,161
Feldkirchen,2021-04-16T14:00:00+02:00,218
Garching,2021-04-16T14:00:00+02:00,755
Gräfelfing,2021-04-16T14:00:00+02:00,488
Grasbrunn,2021-04-16T14:00:00+02:00,196
Grünwald,2021-04-16T14:00:00+02:00,471
Haar,2021-04-16T14:00:00+02:00,1240
Hohenbrunn,2021-04-16T14:00:00+02:00,224
Höhenkirchen-Siegertsbrunn,2021-04-16T14:00:00+02:00,372
Ismaning,2021-04-16T14:00:00+02:00,614
Kirchheim,2021-04-16T14:00:00+02:00,391
Neubiberg,2021-04-16T14:00:00+02:00,510
Neuried,2021-04-16T14:00:00+02:00,279
Oberhaching,2021-04-16T14:00:00+02:00,585
Oberschleißheim,2021-04-16T14:00:00+02:00,485
Ottobrunn,2021-04-16T14:00:00+02:00,882
Planegg,2021-04-16T14:00:00+02:00,397
Pullach,2021-04-16T14:00:00+02:00,455
Putzbrunn,2021-04-16T14:00:00+02:00,249
Sauerlach,2021-04-16T14:00:00+02:00,215
Schäftlarn,2021-04-16T14:00:00+02:00,169
Straßlach-Dingharting,2021-04-16T14:00:00+02:00,100
Taufkirchen,2021-04-16T14:00:00+02:00,734
Unterföhring,2021-04-16T14:00:00+02:00,442
Unterhaching,2021-04-16T14:00:00+02:00,883
Unterschleißheim,2021-04-16T14:00:00+02:00,1207
