Kommune,Timestamp,Confirmed
Aschheim,2021-12-17T00:00:00+01:00,846
Aying,2021-12-17T00:00:00+01:00,436
Baierbrunn,2021-12-17T00:00:00+01:00,245
Brunnthal,2021-12-17T00:00:00+01:00,389
Feldkirchen,2021-12-17T00:00:00+01:00,559
Garching b. München,2021-12-17T00:00:00+01:00,1552
Gräfelfing,2021-12-17T00:00:00+01:00,1079
Grasbrunn,2021-12-17T00:00:00+01:00,396
Grünwald,2021-12-17T00:00:00+01:00,884
Haar,2021-12-17T00:00:00+01:00,2279
Hohenbrunn,2021-12-17T00:00:00+01:00,551
Höhenkirchen-Siegertsbrunn,2021-12-17T00:00:00+01:00,884
Ismaning,2021-12-17T00:00:00+01:00,1289
Kirchheim b. München,2021-12-17T00:00:00+01:00,851
Neubiberg,2021-12-17T00:00:00+01:00,1021
Neuried,2021-12-17T00:00:00+01:00,590
Oberhaching,2021-12-17T00:00:00+01:00,1042
Oberschleißheim,2021-12-17T00:00:00+01:00,998
Ottobrunn,2021-12-17T00:00:00+01:00,1881
Planegg,2021-12-17T00:00:00+01:00,794
Pullach im Isartal,2021-12-17T00:00:00+01:00,729
Putzbrunn,2021-12-17T00:00:00+01:00,522
Sauerlach,2021-12-17T00:00:00+01:00,622
Schäftlarn,2021-12-17T00:00:00+01:00,430
Straßlach-Dingharting,2021-12-17T00:00:00+01:00,224
Taufkirchen,2021-12-17T00:00:00+01:00,1561
Unterföhring,2021-12-17T00:00:00+01:00,761
Unterhaching,2021-12-17T00:00:00+01:00,1825
Unterschleißheim,2021-12-17T00:00:00+01:00,2539
