Kommune,Timestamp,Confirmed
Aschheim,2021-04-22T14:00:00+02:00,411
Aying,2021-04-22T14:00:00+02:00,173
Baierbrunn,2021-04-22T14:00:00+02:00,114
Brunnthal,2021-04-22T14:00:00+02:00,162
Feldkirchen,2021-04-22T14:00:00+02:00,227
Garching,2021-04-22T14:00:00+02:00,776
Gräfelfing,2021-04-22T14:00:00+02:00,509
Grasbrunn,2021-04-22T14:00:00+02:00,197
Grünwald,2021-04-22T14:00:00+02:00,478
Haar,2021-04-22T14:00:00+02:00,1288
Hohenbrunn,2021-04-22T14:00:00+02:00,230
Höhenkirchen-Siegertsbrunn,2021-04-22T14:00:00+02:00,374
Ismaning,2021-04-22T14:00:00+02:00,627
Kirchheim,2021-04-22T14:00:00+02:00,406
Neubiberg,2021-04-22T14:00:00+02:00,520
Neuried,2021-04-22T14:00:00+02:00,290
Oberhaching,2021-04-22T14:00:00+02:00,596
Oberschleißheim,2021-04-22T14:00:00+02:00,503
Ottobrunn,2021-04-22T14:00:00+02:00,915
Planegg,2021-04-22T14:00:00+02:00,415
Pullach,2021-04-22T14:00:00+02:00,459
Putzbrunn,2021-04-22T14:00:00+02:00,262
Sauerlach,2021-04-22T14:00:00+02:00,222
Schäftlarn,2021-04-22T14:00:00+02:00,173
Straßlach-Dingharting,2021-04-22T14:00:00+02:00,100
Taufkirchen,2021-04-22T14:00:00+02:00,769
Unterföhring,2021-04-22T14:00:00+02:00,459
Unterhaching,2021-04-22T14:00:00+02:00,910
Unterschleißheim,2021-04-22T14:00:00+02:00,1261
