Kommune,Timestamp,Confirmed
Aschheim,2021-12-28T00:00:00+01:00,871
Aying,2021-12-28T00:00:00+01:00,451
Baierbrunn,2021-12-28T00:00:00+01:00,252
Brunnthal,2021-12-28T00:00:00+01:00,405
Feldkirchen,2021-12-28T00:00:00+01:00,580
Garching b. München,2021-12-28T00:00:00+01:00,1601
Gräfelfing,2021-12-28T00:00:00+01:00,1109
Grasbrunn,2021-12-28T00:00:00+01:00,413
Grünwald,2021-12-28T00:00:00+01:00,920
Haar,2021-12-28T00:00:00+01:00,2331
Hohenbrunn,2021-12-28T00:00:00+01:00,568
Höhenkirchen-Siegertsbrunn,2021-12-28T00:00:00+01:00,904
Ismaning,2021-12-28T00:00:00+01:00,1335
Kirchheim b. München,2021-12-28T00:00:00+01:00,873
Neubiberg,2021-12-28T00:00:00+01:00,1062
Neuried,2021-12-28T00:00:00+01:00,610
Oberhaching,2021-12-28T00:00:00+01:00,1082
Oberschleißheim,2021-12-28T00:00:00+01:00,1034
Ottobrunn,2021-12-28T00:00:00+01:00,1937
Planegg,2021-12-28T00:00:00+01:00,816
Pullach im Isartal,2021-12-28T00:00:00+01:00,752
Putzbrunn,2021-12-28T00:00:00+01:00,528
Sauerlach,2021-12-28T00:00:00+01:00,643
Schäftlarn,2021-12-28T00:00:00+01:00,450
Straßlach-Dingharting,2021-12-28T00:00:00+01:00,233
Taufkirchen,2021-12-28T00:00:00+01:00,1602
Unterföhring,2021-12-28T00:00:00+01:00,783
Unterhaching,2021-12-28T00:00:00+01:00,1881
Unterschleißheim,2021-12-28T00:00:00+01:00,2598
