Kommune,Timestamp,Confirmed
Aschheim,2020-12-30T14:00:00+01:00,294
Aying,2020-12-30T14:00:00+01:00,133
Baierbrunn,2020-12-30T14:00:00+01:00,76
Brunnthal,2020-12-30T14:00:00+01:00,78
Feldkirchen,2020-12-30T14:00:00+01:00,130
Garching b. München,2020-12-30T14:00:00+01:00,477
Gräfelfing,2020-12-30T14:00:00+01:00,334
Grasbrunn,2020-12-30T14:00:00+01:00,131
Grünwald,2020-12-30T14:00:00+01:00,294
Haar,2020-12-30T14:00:00+01:00,832
Hohenbrunn,2020-12-30T14:00:00+01:00,146
Höhenkirchen-Siegertsbrunn,2020-12-30T14:00:00+01:00,203
Ismaning,2020-12-30T14:00:00+01:00,436
Kirchheim b. München,2020-12-30T14:00:00+01:00,236
Neubiberg,2020-12-30T14:00:00+01:00,341
Neuried,2020-12-30T14:00:00+01:00,176
Oberhaching,2020-12-30T14:00:00+01:00,372
Oberschleißheim,2020-12-30T14:00:00+01:00,310
Ottobrunn,2020-12-30T14:00:00+01:00,560
Planegg,2020-12-30T14:00:00+01:00,278
Pullach im Isartal,2020-12-30T14:00:00+01:00,243
Putzbrunn,2020-12-30T14:00:00+01:00,136
Sauerlach,2020-12-30T14:00:00+01:00,130
Schäftlarn,2020-12-30T14:00:00+01:00,99
Straßlach-Dingharting,2020-12-30T14:00:00+01:00,50
Taufkirchen,2020-12-30T14:00:00+01:00,510
Unterföhring,2020-12-30T14:00:00+01:00,238
Unterhaching,2020-12-30T14:00:00+01:00,647
Unterschleißheim,2020-12-30T14:00:00+01:00,753
