Kommune,Timestamp,Confirmed
Aschheim,2021-10-22T00:00:00+02:00,560
Aying,2021-10-22T00:00:00+02:00,264
Baierbrunn,2021-10-22T00:00:00+02:00,144
Brunnthal,2021-10-22T00:00:00+02:00,217
Feldkirchen,2021-10-22T00:00:00+02:00,344
Garching b. München,2021-10-22T00:00:00+02:00,1066
Gräfelfing,2021-10-22T00:00:00+02:00,675
Grasbrunn,2021-10-22T00:00:00+02:00,259
Grünwald,2021-10-22T00:00:00+02:00,577
Haar,2021-10-22T00:00:00+02:00,1742
Hohenbrunn,2021-10-22T00:00:00+02:00,320
Höhenkirchen-Siegertsbrunn,2021-10-22T00:00:00+02:00,504
Ismaning,2021-10-22T00:00:00+02:00,810
Kirchheim b. München,2021-10-22T00:00:00+02:00,513
Neubiberg,2021-10-22T00:00:00+02:00,692
Neuried,2021-10-22T00:00:00+02:00,393
Oberhaching,2021-10-22T00:00:00+02:00,727
Oberschleißheim,2021-10-22T00:00:00+02:00,693
Ottobrunn,2021-10-22T00:00:00+02:00,1309
Planegg,2021-10-22T00:00:00+02:00,528
Pullach im Isartal,2021-10-22T00:00:00+02:00,546
Putzbrunn,2021-10-22T00:00:00+02:00,341
Sauerlach,2021-10-22T00:00:00+02:00,322
Schäftlarn,2021-10-22T00:00:00+02:00,226
Straßlach-Dingharting,2021-10-22T00:00:00+02:00,129
Taufkirchen,2021-10-22T00:00:00+02:00,1086
Unterföhring,2021-10-22T00:00:00+02:00,566
Unterhaching,2021-10-22T00:00:00+02:00,1171
Unterschleißheim,2021-10-22T00:00:00+02:00,1722
