Kommune,Timestamp,Confirmed
Aschheim,2020-10-29T14:30:00+01:00,78
Aying,2020-10-29T14:30:00+01:00,54
Baierbrunn,2020-10-29T14:30:00+01:00,44
Brunnthal,2020-10-29T14:30:00+01:00,27
Feldkirchen,2020-10-29T14:30:00+01:00,38
Garching b. München,2020-10-29T14:30:00+01:00,156
Gräfelfing,2020-10-29T14:30:00+01:00,97
Grasbrunn,2020-10-29T14:30:00+01:00,45
Grünwald,2020-10-29T14:30:00+01:00,136
Haar,2020-10-29T14:30:00+01:00,277
Hohenbrunn,2020-10-29T14:30:00+01:00,53
Höhenkirchen-Siegertsbrunn,2020-10-29T14:30:00+01:00,69
Ismaning,2020-10-29T14:30:00+01:00,161
Kirchheim b. München,2020-10-29T14:30:00+01:00,96
Neubiberg,2020-10-29T14:30:00+01:00,107
Neuried,2020-10-29T14:30:00+01:00,63
Oberhaching,2020-10-29T14:30:00+01:00,149
Oberschleißheim,2020-10-29T14:30:00+01:00,103
Ottobrunn,2020-10-29T14:30:00+01:00,193
Planegg,2020-10-29T14:30:00+01:00,135
Pullach im Isartal,2020-10-29T14:30:00+01:00,78
Putzbrunn,2020-10-29T14:30:00+01:00,43
Sauerlach,2020-10-29T14:30:00+01:00,48
Schäftlarn,2020-10-29T14:30:00+01:00,34
Straßlach-Dingharting,2020-10-29T14:30:00+01:00,19
Taufkirchen,2020-10-29T14:30:00+01:00,167
Unterföhring,2020-10-29T14:30:00+01:00,82
Unterhaching,2020-10-29T14:30:00+01:00,297
Unterschleißheim,2020-10-29T14:30:00+01:00,258
