Kommune,Timestamp,Confirmed
Aschheim,2021-05-22T06:00:00+02:00,443
Aying,2021-05-22T06:00:00+02:00,193
Baierbrunn,2021-05-22T06:00:00+02:00,125
Brunnthal,2021-05-22T06:00:00+02:00,172
Feldkirchen,2021-05-22T06:00:00+02:00,252
Garching b. München,2021-05-22T06:00:00+02:00,836
Gräfelfing,2021-05-22T06:00:00+02:00,540
Grasbrunn,2021-05-22T06:00:00+02:00,209
Grünwald,2021-05-22T06:00:00+02:00,500
Haar,2021-05-22T06:00:00+02:00,1433
Hohenbrunn,2021-05-22T06:00:00+02:00,252
Höhenkirchen-Siegertsbrunn,2021-05-22T06:00:00+02:00,401
Ismaning,2021-05-22T06:00:00+02:00,666
Kirchheim b. München,2021-05-22T06:00:00+02:00,425
Neubiberg,2021-05-22T06:00:00+02:00,550
Neuried,2021-05-22T06:00:00+02:00,315
Oberhaching,2021-05-22T06:00:00+02:00,620
Oberschleißheim,2021-05-22T06:00:00+02:00,542
Ottobrunn,2021-05-22T06:00:00+02:00,1015
Planegg,2021-05-22T06:00:00+02:00,444
Pullach im Isartal,2021-05-22T06:00:00+02:00,477
Putzbrunn,2021-05-22T06:00:00+02:00,291
Sauerlach,2021-05-22T06:00:00+02:00,247
Schäftlarn,2021-05-22T06:00:00+02:00,192
Straßlach-Dingharting,2021-05-22T06:00:00+02:00,104
Taufkirchen,2021-05-22T06:00:00+02:00,879
Unterföhring,2021-05-22T06:00:00+02:00,486
Unterhaching,2021-05-22T06:00:00+02:00,980
Unterschleißheim,2021-05-22T06:00:00+02:00,1391
