Kommune,Timestamp,Confirmed
Aschheim,2021-03-26T14:00:00+01:00,374
Aying,2021-03-26T14:00:00+01:00,169
Baierbrunn,2021-03-26T14:00:00+01:00,104
Brunnthal,2021-03-26T14:00:00+01:00,151
Feldkirchen,2021-03-26T14:00:00+01:00,192
Garching,2021-03-26T14:00:00+01:00,657
Gräfelfing,2021-03-26T14:00:00+01:00,433
Grasbrunn,2021-03-26T14:00:00+01:00,189
Grünwald,2021-03-26T14:00:00+01:00,439
Haar,2021-03-26T14:00:00+01:00,1130
Hohenbrunn,2021-03-26T14:00:00+01:00,200
Höhenkirchen-Siegertsbrunn,2021-03-26T14:00:00+01:00,341
Ismaning,2021-03-26T14:00:00+01:00,556
Kirchheim,2021-03-26T14:00:00+01:00,324
Neubiberg,2021-03-26T14:00:00+01:00,470
Neuried,2021-03-26T14:00:00+01:00,242
Oberhaching,2021-03-26T14:00:00+01:00,538
Oberschleißheim,2021-03-26T14:00:00+01:00,438
Ottobrunn,2021-03-26T14:00:00+01:00,806
Planegg,2021-03-26T14:00:00+01:00,368
Pullach,2021-03-26T14:00:00+01:00,445
Putzbrunn,2021-03-26T14:00:00+01:00,215
Sauerlach,2021-03-26T14:00:00+01:00,209
Schäftlarn,2021-03-26T14:00:00+01:00,157
Straßlach-Dingharting,2021-03-26T14:00:00+01:00,83
Taufkirchen,2021-03-26T14:00:00+01:00,642
Unterföhring,2021-03-26T14:00:00+01:00,400
Unterhaching,2021-03-26T14:00:00+01:00,825
Unterschleißheim,2021-03-26T14:00:00+01:00,1060
