Kommune,Timestamp,Confirmed
Aschheim,2022-01-13T00:00:00+01:00,993
Aying,2022-01-13T00:00:00+01:00,522
Baierbrunn,2022-01-13T00:00:00+01:00,293
Brunnthal,2022-01-13T00:00:00+01:00,478
Feldkirchen,2022-01-13T00:00:00+01:00,675
Garching b. München,2022-01-13T00:00:00+01:00,1842
Gräfelfing,2022-01-13T00:00:00+01:00,1297
Grasbrunn,2022-01-13T00:00:00+01:00,494
Grünwald,2022-01-13T00:00:00+01:00,1118
Haar,2022-01-13T00:00:00+01:00,2510
Hohenbrunn,2022-01-13T00:00:00+01:00,681
Höhenkirchen-Siegertsbrunn,2022-01-13T00:00:00+01:00,1012
Ismaning,2022-01-13T00:00:00+01:00,1562
Kirchheim b. München,2022-01-13T00:00:00+01:00,987
Neubiberg,2022-01-13T00:00:00+01:00,1244
Neuried,2022-01-13T00:00:00+01:00,726
Oberhaching,2022-01-13T00:00:00+01:00,1212
Oberschleißheim,2022-01-13T00:00:00+01:00,1157
Ottobrunn,2022-01-13T00:00:00+01:00,2192
Planegg,2022-01-13T00:00:00+01:00,928
Pullach im Isartal,2022-01-13T00:00:00+01:00,862
Putzbrunn,2022-01-13T00:00:00+01:00,591
Sauerlach,2022-01-13T00:00:00+01:00,734
Schäftlarn,2022-01-13T00:00:00+01:00,521
Straßlach-Dingharting,2022-01-13T00:00:00+01:00,267
Taufkirchen,2022-01-13T00:00:00+01:00,1771
Unterföhring,2022-01-13T00:00:00+01:00,928
Unterhaching,2022-01-13T00:00:00+01:00,2167
Unterschleißheim,2022-01-13T00:00:00+01:00,2931
