Kommune,Timestamp,Confirmed
Aschheim,2022-03-04T00:00:00+01:00,2117
Aying,2022-03-04T00:00:00+01:00,1275
Baierbrunn,2022-03-04T00:00:00+01:00,585
Brunnthal,2022-03-04T00:00:00+01:00,1037
Feldkirchen,2022-03-04T00:00:00+01:00,1673
Garching b. München,2022-03-04T00:00:00+01:00,3693
Gräfelfing,2022-03-04T00:00:00+01:00,2888
Grasbrunn,2022-03-04T00:00:00+01:00,1266
Grünwald,2022-03-04T00:00:00+01:00,2117
Haar,2022-03-04T00:00:00+01:00,5201
Hohenbrunn,2022-03-04T00:00:00+01:00,1612
Höhenkirchen-Siegertsbrunn,2022-03-04T00:00:00+01:00,2261
Ismaning,2022-03-04T00:00:00+01:00,3361
Kirchheim b. München,2022-03-04T00:00:00+01:00,2344
Neubiberg,2022-03-04T00:00:00+01:00,2597
Neuried,2022-03-04T00:00:00+01:00,1657
Oberhaching,2022-03-04T00:00:00+01:00,2676
Oberschleißheim,2022-03-04T00:00:00+01:00,2326
Ottobrunn,2022-03-04T00:00:00+01:00,4439
Planegg,2022-03-04T00:00:00+01:00,2120
Pullach im Isartal,2022-03-04T00:00:00+01:00,1778
Putzbrunn,2022-03-04T00:00:00+01:00,1344
Sauerlach,2022-03-04T00:00:00+01:00,1710
Schäftlarn,2022-03-04T00:00:00+01:00,1074
Straßlach-Dingharting,2022-03-04T00:00:00+01:00,602
Taufkirchen,2022-03-04T00:00:00+01:00,3883
Unterföhring,2022-03-04T00:00:00+01:00,2238
Unterhaching,2022-03-04T00:00:00+01:00,4846
Unterschleißheim,2022-03-04T00:00:00+01:00,6228
