Kommune,Timestamp,Confirmed
Aschheim,2020-08-18T12:00:00+02:00,39
Aying,2020-08-18T12:00:00+02:00,27
Baierbrunn,2020-08-18T12:00:00+02:00,14
Brunnthal,2020-08-18T12:00:00+02:00,14
Feldkirchen,2020-08-18T12:00:00+02:00,16
Garching b. München,2020-08-18T12:00:00+02:00,84
Gräfelfing,2020-08-18T12:00:00+02:00,58
Grasbrunn,2020-08-18T12:00:00+02:00,14
Grünwald,2020-08-18T12:00:00+02:00,62
Haar,2020-08-18T12:00:00+02:00,97
Hohenbrunn,2020-08-18T12:00:00+02:00,31
Höhenkirchen-Siegertsbrunn,2020-08-18T12:00:00+02:00,33
Ismaning,2020-08-18T12:00:00+02:00,95
Kirchheim b. München,2020-08-18T12:00:00+02:00,55
Neubiberg,2020-08-18T12:00:00+02:00,51
Neuried,2020-08-18T12:00:00+02:00,34
Oberhaching,2020-08-18T12:00:00+02:00,81
Oberschleißheim,2020-08-18T12:00:00+02:00,46
Ottobrunn,2020-08-18T12:00:00+02:00,80
Planegg,2020-08-18T12:00:00+02:00,91
Pullach im Isartal,2020-08-18T12:00:00+02:00,39
Putzbrunn,2020-08-18T12:00:00+02:00,16
Sauerlach,2020-08-18T12:00:00+02:00,22
Schäftlarn,2020-08-18T12:00:00+02:00,21
Straßlach-Dingharting,2020-08-18T12:00:00+02:00,11
Taufkirchen,2020-08-18T12:00:00+02:00,78
Unterföhring,2020-08-18T12:00:00+02:00,44
Unterhaching,2020-08-18T12:00:00+02:00,177
Unterschleißheim,2020-08-18T12:00:00+02:00,160
