Kommune,Timestamp,Confirmed
Aschheim,2021-01-22T11:00:00+01:00,317
Aying,2021-01-22T11:00:00+01:00,143
Baierbrunn,2021-01-22T11:00:00+01:00,86
Brunnthal,2021-01-22T11:00:00+01:00,92
Feldkirchen,2021-01-22T11:00:00+01:00,148
Garching,2021-01-22T11:00:00+01:00,560
Gräfelfing,2021-01-22T11:00:00+01:00,383
Grasbrunn,2021-01-22T11:00:00+01:00,144
Grünwald,2021-01-22T11:00:00+01:00,362
Haar,2021-01-22T11:00:00+01:00,976
Hohenbrunn,2021-01-22T11:00:00+01:00,168
Höhenkirchen-Siegertsbrunn,2021-01-22T11:00:00+01:00,283
Ismaning,2021-01-22T11:00:00+01:00,485
Kirchheim,2021-01-22T11:00:00+01:00,256
Neubiberg,2021-01-22T11:00:00+01:00,406
Neuried,2021-01-22T11:00:00+01:00,203
Oberhaching,2021-01-22T11:00:00+01:00,472
Oberschleißheim,2021-01-22T11:00:00+01:00,370
Ottobrunn,2021-01-22T11:00:00+01:00,646
Planegg,2021-01-22T11:00:00+01:00,307
Pullach,2021-01-22T11:00:00+01:00,339
Putzbrunn,2021-01-22T11:00:00+01:00,162
Sauerlach,2021-01-22T11:00:00+01:00,166
Schäftlarn,2021-01-22T11:00:00+01:00,119
Straßlach-Dingharting,2021-01-22T11:00:00+01:00,55
Taufkirchen,2021-01-22T11:00:00+01:00,562
Unterföhring,2021-01-22T11:00:00+01:00,281
Unterhaching,2021-01-22T11:00:00+01:00,712
Unterschleißheim,2021-01-22T11:00:00+01:00,912
