Kommune,Timestamp,Confirmed
Aschheim,2020-11-27T14:00:00+01:00,171
Aying,2020-11-27T14:00:00+01:00,82
Baierbrunn,2020-11-27T14:00:00+01:00,55
Brunnthal,2020-11-27T14:00:00+01:00,56
Feldkirchen,2020-11-27T14:00:00+01:00,85
Garching b. München,2020-11-27T14:00:00+01:00,284
Gräfelfing,2020-11-27T14:00:00+01:00,211
Grasbrunn,2020-11-27T14:00:00+01:00,84
Grünwald,2020-11-27T14:00:00+01:00,218
Haar,2020-11-27T14:00:00+01:00,527
Hohenbrunn,2020-11-27T14:00:00+01:00,117
Höhenkirchen-Siegertsbrunn,2020-11-27T14:00:00+01:00,160
Ismaning,2020-11-27T14:00:00+01:00,351
Kirchheim b. München,2020-11-27T14:00:00+01:00,173
Neubiberg,2020-11-27T14:00:00+01:00,200
Neuried,2020-11-27T14:00:00+01:00,142
Oberhaching,2020-11-27T14:00:00+01:00,252
Oberschleißheim,2020-11-27T14:00:00+01:00,203
Ottobrunn,2020-11-27T14:00:00+01:00,390
Planegg,2020-11-27T14:00:00+01:00,194
Pullach im Isartal,2020-11-27T14:00:00+01:00,145
Putzbrunn,2020-11-27T14:00:00+01:00,87
Sauerlach,2020-11-27T14:00:00+01:00,83
Schäftlarn,2020-11-27T14:00:00+01:00,55
Straßlach-Dingharting,2020-11-27T14:00:00+01:00,25
Taufkirchen,2020-11-27T14:00:00+01:00,299
Unterföhring,2020-11-27T14:00:00+01:00,158
Unterhaching,2020-11-27T14:00:00+01:00,480
Unterschleißheim,2020-11-27T14:00:00+01:00,501
