Kommune,Timestamp,Confirmed
Aschheim,2021-12-07T00:00:00+01:00,815
Aying,2021-12-07T00:00:00+01:00,413
Baierbrunn,2021-12-07T00:00:00+01:00,226
Brunnthal,2021-12-07T00:00:00+01:00,357
Feldkirchen,2021-12-07T00:00:00+01:00,544
Garching b. München,2021-12-07T00:00:00+01:00,1477
Gräfelfing,2021-12-07T00:00:00+01:00,1034
Grasbrunn,2021-12-07T00:00:00+01:00,388
Grünwald,2021-12-07T00:00:00+01:00,849
Haar,2021-12-07T00:00:00+01:00,2209
Hohenbrunn,2021-12-07T00:00:00+01:00,523
Höhenkirchen-Siegertsbrunn,2021-12-07T00:00:00+01:00,842
Ismaning,2021-12-07T00:00:00+01:00,1227
Kirchheim b. München,2021-12-07T00:00:00+01:00,814
Neubiberg,2021-12-07T00:00:00+01:00,993
Neuried,2021-12-07T00:00:00+01:00,568
Oberhaching,2021-12-07T00:00:00+01:00,997
Oberschleißheim,2021-12-07T00:00:00+01:00,941
Ottobrunn,2021-12-07T00:00:00+01:00,1811
Planegg,2021-12-07T00:00:00+01:00,755
Pullach im Isartal,2021-12-07T00:00:00+01:00,712
Putzbrunn,2021-12-07T00:00:00+01:00,515
Sauerlach,2021-12-07T00:00:00+01:00,606
Schäftlarn,2021-12-07T00:00:00+01:00,380
Straßlach-Dingharting,2021-12-07T00:00:00+01:00,215
Taufkirchen,2021-12-07T00:00:00+01:00,1502
Unterföhring,2021-12-07T00:00:00+01:00,723
Unterhaching,2021-12-07T00:00:00+01:00,1760
Unterschleißheim,2021-12-07T00:00:00+01:00,2427
