Kommune,Timestamp,Confirmed
Aschheim,2021-01-19T15:00:00+01:00,316
Aying,2021-01-19T15:00:00+01:00,142
Baierbrunn,2021-01-19T15:00:00+01:00,84
Brunnthal,2021-01-19T15:00:00+01:00,89
Feldkirchen,2021-01-19T15:00:00+01:00,145
Garching,2021-01-19T15:00:00+01:00,553
Gräfelfing,2021-01-19T15:00:00+01:00,377
Grasbrunn,2021-01-19T15:00:00+01:00,142
Grünwald,2021-01-19T15:00:00+01:00,348
Haar,2021-01-19T15:00:00+01:00,950
Hohenbrunn,2021-01-19T15:00:00+01:00,164
Höhenkirchen-Siegertsbrunn,2021-01-19T15:00:00+01:00,268
Ismaning,2021-01-19T15:00:00+01:00,480
Kirchheim,2021-01-19T15:00:00+01:00,255
Neubiberg,2021-01-19T15:00:00+01:00,405
Neuried,2021-01-19T15:00:00+01:00,202
Oberhaching,2021-01-19T15:00:00+01:00,464
Oberschleißheim,2021-01-19T15:00:00+01:00,364
Ottobrunn,2021-01-19T15:00:00+01:00,641
Planegg,2021-01-19T15:00:00+01:00,302
Pullach,2021-01-19T15:00:00+01:00,339
Putzbrunn,2021-01-19T15:00:00+01:00,162
Sauerlach,2021-01-19T15:00:00+01:00,161
Schäftlarn,2021-01-19T15:00:00+01:00,116
Straßlach-Dingharting,2021-01-19T15:00:00+01:00,55
Taufkirchen,2021-01-19T15:00:00+01:00,551
Unterföhring,2021-01-19T15:00:00+01:00,279
Unterhaching,2021-01-19T15:00:00+01:00,706
Unterschleißheim,2021-01-19T15:00:00+01:00,899
