Kommune,Timestamp,Confirmed
Aschheim,2021-04-28T14:00:00+02:00,417
Aying,2021-04-28T14:00:00+02:00,178
Baierbrunn,2021-04-28T14:00:00+02:00,119
Brunnthal,2021-04-28T14:00:00+02:00,170
Feldkirchen,2021-04-28T14:00:00+02:00,233
Garching b. München,2021-04-28T14:00:00+02:00,803
Gräfelfing,2021-04-28T14:00:00+02:00,521
Grasbrunn,2021-04-28T14:00:00+02:00,201
Grünwald,2021-04-28T14:00:00+02:00,486
Haar,2021-04-28T14:00:00+02:00,1346
Hohenbrunn,2021-04-28T14:00:00+02:00,237
Höhenkirchen-Siegertsbrunn,2021-04-28T14:00:00+02:00,381
Ismaning,2021-04-28T14:00:00+02:00,642
Kirchheim b. München,2021-04-28T14:00:00+02:00,412
Neubiberg,2021-04-28T14:00:00+02:00,533
Neuried,2021-04-28T14:00:00+02:00,297
Oberhaching,2021-04-28T14:00:00+02:00,608
Oberschleißheim,2021-04-28T14:00:00+02:00,513
Ottobrunn,2021-04-28T14:00:00+02:00,944
Planegg,2021-04-28T14:00:00+02:00,425
Pullach im Isartal,2021-04-28T14:00:00+02:00,463
Putzbrunn,2021-04-28T14:00:00+02:00,269
Sauerlach,2021-04-28T14:00:00+02:00,233
Schäftlarn,2021-04-28T14:00:00+02:00,177
Straßlach-Dingharting,2021-04-28T14:00:00+02:00,102
Taufkirchen,2021-04-28T14:00:00+02:00,822
Unterföhring,2021-04-28T14:00:00+02:00,465
Unterhaching,2021-04-28T14:00:00+02:00,923
Unterschleißheim,2021-04-28T14:00:00+02:00,1308
