Kommune,Timestamp,Confirmed
Aschheim,2020-11-04T14:00:00+01:00,90
Aying,2020-11-04T14:00:00+01:00,57
Baierbrunn,2020-11-04T14:00:00+01:00,47
Brunnthal,2020-11-04T14:00:00+01:00,29
Feldkirchen,2020-11-04T14:00:00+01:00,43
Garching b. München,2020-11-04T14:00:00+01:00,188
Gräfelfing,2020-11-04T14:00:00+01:00,115
Grasbrunn,2020-11-04T14:00:00+01:00,52
Grünwald,2020-11-04T14:00:00+01:00,154
Haar,2020-11-04T14:00:00+01:00,333
Hohenbrunn,2020-11-04T14:00:00+01:00,77
Höhenkirchen-Siegertsbrunn,2020-11-04T14:00:00+01:00,84
Ismaning,2020-11-04T14:00:00+01:00,188
Kirchheim b. München,2020-11-04T14:00:00+01:00,115
Neubiberg,2020-11-04T14:00:00+01:00,125
Neuried,2020-11-04T14:00:00+01:00,77
Oberhaching,2020-11-04T14:00:00+01:00,163
Oberschleißheim,2020-11-04T14:00:00+01:00,127
Ottobrunn,2020-11-04T14:00:00+01:00,229
Planegg,2020-11-04T14:00:00+01:00,143
Pullach im Isartal,2020-11-04T14:00:00+01:00,103
Putzbrunn,2020-11-04T14:00:00+01:00,48
Sauerlach,2020-11-04T14:00:00+01:00,55
Schäftlarn,2020-11-04T14:00:00+01:00,34
Straßlach-Dingharting,2020-11-04T14:00:00+01:00,20
Taufkirchen,2020-11-04T14:00:00+01:00,197
Unterföhring,2020-11-04T14:00:00+01:00,97
Unterhaching,2020-11-04T14:00:00+01:00,336
Unterschleißheim,2020-11-04T14:00:00+01:00,297
