Kommune,Timestamp,Confirmed
Aschheim,2021-05-02T14:00:00+02:00,421
Aying,2021-05-02T14:00:00+02:00,186
Baierbrunn,2021-05-02T14:00:00+02:00,119
Brunnthal,2021-05-02T14:00:00+02:00,171
Feldkirchen,2021-05-02T14:00:00+02:00,233
Garching b. München,2021-05-02T14:00:00+02:00,810
Gräfelfing,2021-05-02T14:00:00+02:00,529
Grasbrunn,2021-05-02T14:00:00+02:00,202
Grünwald,2021-05-02T14:00:00+02:00,487
Haar,2021-05-02T14:00:00+02:00,1370
Hohenbrunn,2021-05-02T14:00:00+02:00,250
Höhenkirchen-Siegertsbrunn,2021-05-02T14:00:00+02:00,386
Ismaning,2021-05-02T14:00:00+02:00,654
Kirchheim b. München,2021-05-02T14:00:00+02:00,414
Neubiberg,2021-05-02T14:00:00+02:00,542
Neuried,2021-05-02T14:00:00+02:00,299
Oberhaching,2021-05-02T14:00:00+02:00,612
Oberschleißheim,2021-05-02T14:00:00+02:00,521
Ottobrunn,2021-05-02T14:00:00+02:00,954
Planegg,2021-05-02T14:00:00+02:00,427
Pullach im Isartal,2021-05-02T14:00:00+02:00,470
Putzbrunn,2021-05-02T14:00:00+02:00,270
Sauerlach,2021-05-02T14:00:00+02:00,235
Schäftlarn,2021-05-02T14:00:00+02:00,178
Straßlach-Dingharting,2021-05-02T14:00:00+02:00,102
Taufkirchen,2021-05-02T14:00:00+02:00,836
Unterföhring,2021-05-02T14:00:00+02:00,470
Unterhaching,2021-05-02T14:00:00+02:00,937
Unterschleißheim,2021-05-02T14:00:00+02:00,1335
