Kommune,Timestamp,Confirmed
Aschheim,2020-11-21T14:00:00+01:00,139
Aying,2020-11-21T14:00:00+01:00,73
Baierbrunn,2020-11-21T14:00:00+01:00,49
Brunnthal,2020-11-21T14:00:00+01:00,53
Feldkirchen,2020-11-21T14:00:00+01:00,81
Garching b. München,2020-11-21T14:00:00+01:00,274
Gräfelfing,2020-11-21T14:00:00+01:00,192
Grasbrunn,2020-11-21T14:00:00+01:00,76
Grünwald,2020-11-21T14:00:00+01:00,207
Haar,2020-11-21T14:00:00+01:00,466
Hohenbrunn,2020-11-21T14:00:00+01:00,111
Höhenkirchen-Siegertsbrunn,2020-11-21T14:00:00+01:00,143
Ismaning,2020-11-21T14:00:00+01:00,283
Kirchheim b. München,2020-11-21T14:00:00+01:00,161
Neubiberg,2020-11-21T14:00:00+01:00,182
Neuried,2020-11-21T14:00:00+01:00,128
Oberhaching,2020-11-21T14:00:00+01:00,240
Oberschleißheim,2020-11-21T14:00:00+01:00,190
Ottobrunn,2020-11-21T14:00:00+01:00,357
Planegg,2020-11-21T14:00:00+01:00,180
Pullach im Isartal,2020-11-21T14:00:00+01:00,137
Putzbrunn,2020-11-21T14:00:00+01:00,75
Sauerlach,2020-11-21T14:00:00+01:00,74
Schäftlarn,2020-11-21T14:00:00+01:00,51
Straßlach-Dingharting,2020-11-21T14:00:00+01:00,25
Taufkirchen,2020-11-21T14:00:00+01:00,270
Unterföhring,2020-11-21T14:00:00+01:00,143
Unterhaching,2020-11-21T14:00:00+01:00,426
Unterschleißheim,2020-11-21T14:00:00+01:00,461
