Kommune,Timestamp,Confirmed
Aschheim,2021-01-24T11:00:00+01:00,318
Aying,2021-01-24T11:00:00+01:00,144
Baierbrunn,2021-01-24T11:00:00+01:00,88
Brunnthal,2021-01-24T11:00:00+01:00,93
Feldkirchen,2021-01-24T11:00:00+01:00,155
Garching,2021-01-24T11:00:00+01:00,565
Gräfelfing,2021-01-24T11:00:00+01:00,384
Grasbrunn,2021-01-24T11:00:00+01:00,146
Grünwald,2021-01-24T11:00:00+01:00,362
Haar,2021-01-24T11:00:00+01:00,979
Hohenbrunn,2021-01-24T11:00:00+01:00,169
Höhenkirchen-Siegertsbrunn,2021-01-24T11:00:00+01:00,283
Ismaning,2021-01-24T11:00:00+01:00,487
Kirchheim,2021-01-24T11:00:00+01:00,259
Neubiberg,2021-01-24T11:00:00+01:00,408
Neuried,2021-01-24T11:00:00+01:00,205
Oberhaching,2021-01-24T11:00:00+01:00,472
Oberschleißheim,2021-01-24T11:00:00+01:00,372
Ottobrunn,2021-01-24T11:00:00+01:00,647
Planegg,2021-01-24T11:00:00+01:00,308
Pullach,2021-01-24T11:00:00+01:00,347
Putzbrunn,2021-01-24T11:00:00+01:00,162
Sauerlach,2021-01-24T11:00:00+01:00,168
Schäftlarn,2021-01-24T11:00:00+01:00,119
Straßlach-Dingharting,2021-01-24T11:00:00+01:00,55
Taufkirchen,2021-01-24T11:00:00+01:00,563
Unterföhring,2021-01-24T11:00:00+01:00,283
Unterhaching,2021-01-24T11:00:00+01:00,712
Unterschleißheim,2021-01-24T11:00:00+01:00,918
