Kommune,Timestamp,Confirmed
Aschheim,2022-02-16T00:00:00+01:00,1887
Aying,2022-02-16T00:00:00+01:00,1123
Baierbrunn,2022-02-16T00:00:00+01:00,481
Brunnthal,2022-02-16T00:00:00+01:00,891
Feldkirchen,2022-02-16T00:00:00+01:00,1429
Garching b. München,2022-02-16T00:00:00+01:00,3203
Gräfelfing,2022-02-16T00:00:00+01:00,2519
Grasbrunn,2022-02-16T00:00:00+01:00,1054
Grünwald,2022-02-16T00:00:00+01:00,1892
Haar,2022-02-16T00:00:00+01:00,4511
Hohenbrunn,2022-02-16T00:00:00+01:00,1420
Höhenkirchen-Siegertsbrunn,2022-02-16T00:00:00+01:00,1960
Ismaning,2022-02-16T00:00:00+01:00,2834
Kirchheim b. München,2022-02-16T00:00:00+01:00,1970
Neubiberg,2022-02-16T00:00:00+01:00,2278
Neuried,2022-02-16T00:00:00+01:00,1428
Oberhaching,2022-02-16T00:00:00+01:00,2247
Oberschleißheim,2022-02-16T00:00:00+01:00,2015
Ottobrunn,2022-02-16T00:00:00+01:00,3926
Planegg,2022-02-16T00:00:00+01:00,1768
Pullach im Isartal,2022-02-16T00:00:00+01:00,1468
Putzbrunn,2022-02-16T00:00:00+01:00,1164
Sauerlach,2022-02-16T00:00:00+01:00,1410
Schäftlarn,2022-02-16T00:00:00+01:00,921
Straßlach-Dingharting,2022-02-16T00:00:00+01:00,498
Taufkirchen,2022-02-16T00:00:00+01:00,3394
Unterföhring,2022-02-16T00:00:00+01:00,1910
Unterhaching,2022-02-16T00:00:00+01:00,4242
Unterschleißheim,2022-02-16T00:00:00+01:00,5381
