Kommune,Timestamp,Confirmed
Aschheim,2021-03-01T10:00:00+01:00,350
Aying,2021-03-01T10:00:00+01:00,162
Baierbrunn,2021-03-01T10:00:00+01:00,98
Brunnthal,2021-03-01T10:00:00+01:00,136
Feldkirchen,2021-03-01T10:00:00+01:00,182
Garching,2021-03-01T10:00:00+01:00,602
Gräfelfing,2021-03-01T10:00:00+01:00,411
Grasbrunn,2021-03-01T10:00:00+01:00,161
Grünwald,2021-03-01T10:00:00+01:00,416
Haar,2021-03-01T10:00:00+01:00,1073
Hohenbrunn,2021-03-01T10:00:00+01:00,185
Höhenkirchen-Siegertsbrunn,2021-03-01T10:00:00+01:00,317
Ismaning,2021-03-01T10:00:00+01:00,515
Kirchheim,2021-03-01T10:00:00+01:00,281
Neubiberg,2021-03-01T10:00:00+01:00,450
Neuried,2021-03-01T10:00:00+01:00,219
Oberhaching,2021-03-01T10:00:00+01:00,500
Oberschleißheim,2021-03-01T10:00:00+01:00,399
Ottobrunn,2021-03-01T10:00:00+01:00,715
Planegg,2021-03-01T10:00:00+01:00,342
Pullach,2021-03-01T10:00:00+01:00,377
Putzbrunn,2021-03-01T10:00:00+01:00,196
Sauerlach,2021-03-01T10:00:00+01:00,189
Schäftlarn,2021-03-01T10:00:00+01:00,127
Straßlach-Dingharting,2021-03-01T10:00:00+01:00,74
Taufkirchen,2021-03-01T10:00:00+01:00,597
Unterföhring,2021-03-01T10:00:00+01:00,354
Unterhaching,2021-03-01T10:00:00+01:00,763
Unterschleißheim,2021-03-01T10:00:00+01:00,976
