Kommune,Timestamp,Confirmed
Aschheim,2020-10-10T14:00:00+02:00,55
Aying,2020-10-10T14:00:00+02:00,41
Baierbrunn,2020-10-10T14:00:00+02:00,43
Brunnthal,2020-10-10T14:00:00+02:00,18
Feldkirchen,2020-10-10T14:00:00+02:00,25
Garching b. München,2020-10-10T14:00:00+02:00,122
Gräfelfing,2020-10-10T14:00:00+02:00,79
Grasbrunn,2020-10-10T14:00:00+02:00,28
Grünwald,2020-10-10T14:00:00+02:00,92
Haar,2020-10-10T14:00:00+02:00,173
Hohenbrunn,2020-10-10T14:00:00+02:00,38
Höhenkirchen-Siegertsbrunn,2020-10-10T14:00:00+02:00,55
Ismaning,2020-10-10T14:00:00+02:00,126
Kirchheim b. München,2020-10-10T14:00:00+02:00,68
Neubiberg,2020-10-10T14:00:00+02:00,80
Neuried,2020-10-10T14:00:00+02:00,53
Oberhaching,2020-10-10T14:00:00+02:00,102
Oberschleißheim,2020-10-10T14:00:00+02:00,65
Ottobrunn,2020-10-10T14:00:00+02:00,129
Planegg,2020-10-10T14:00:00+02:00,116
Pullach im Isartal,2020-10-10T14:00:00+02:00,48
Putzbrunn,2020-10-10T14:00:00+02:00,25
Sauerlach,2020-10-10T14:00:00+02:00,35
Schäftlarn,2020-10-10T14:00:00+02:00,24
Straßlach-Dingharting,2020-10-10T14:00:00+02:00,12
Taufkirchen,2020-10-10T14:00:00+02:00,111
Unterföhring,2020-10-10T14:00:00+02:00,66
Unterhaching,2020-10-10T14:00:00+02:00,228
Unterschleißheim,2020-10-10T14:00:00+02:00,204
