Kommune,Timestamp,Confirmed
Aschheim,2022-01-17T00:00:00+01:00,1018
Aying,2022-01-17T00:00:00+01:00,545
Baierbrunn,2022-01-17T00:00:00+01:00,301
Brunnthal,2022-01-17T00:00:00+01:00,491
Feldkirchen,2022-01-17T00:00:00+01:00,693
Garching b. München,2022-01-17T00:00:00+01:00,1896
Gräfelfing,2022-01-17T00:00:00+01:00,1332
Grasbrunn,2022-01-17T00:00:00+01:00,514
Grünwald,2022-01-17T00:00:00+01:00,1174
Haar,2022-01-17T00:00:00+01:00,2560
Hohenbrunn,2022-01-17T00:00:00+01:00,711
Höhenkirchen-Siegertsbrunn,2022-01-17T00:00:00+01:00,1044
Ismaning,2022-01-17T00:00:00+01:00,1600
Kirchheim b. München,2022-01-17T00:00:00+01:00,1039
Neubiberg,2022-01-17T00:00:00+01:00,1298
Neuried,2022-01-17T00:00:00+01:00,788
Oberhaching,2022-01-17T00:00:00+01:00,1268
Oberschleißheim,2022-01-17T00:00:00+01:00,1185
Ottobrunn,2022-01-17T00:00:00+01:00,2244
Planegg,2022-01-17T00:00:00+01:00,948
Pullach im Isartal,2022-01-17T00:00:00+01:00,891
Putzbrunn,2022-01-17T00:00:00+01:00,608
Sauerlach,2022-01-17T00:00:00+01:00,750
Schäftlarn,2022-01-17T00:00:00+01:00,545
Straßlach-Dingharting,2022-01-17T00:00:00+01:00,269
Taufkirchen,2022-01-17T00:00:00+01:00,1833
Unterföhring,2022-01-17T00:00:00+01:00,966
Unterhaching,2022-01-17T00:00:00+01:00,2249
Unterschleißheim,2022-01-17T00:00:00+01:00,3030
