Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-04-10 23:59:00+01:00,3817811,111794
N92000002,Northern Ireland,2021-04-10 23:59:00+01:00,118178,2128
S92000003,Scotland,2021-04-10 23:59:00+01:00,221712,7630
W92000004,Wales,2021-04-10 23:59:00+01:00,210344,5528
