Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-04-12T23:59:00+01:00,307
E09000003,Barnet,London,2020-04-12T23:59:00+01:00,913
E08000016,Barnsley,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,309
E06000022,Bath and North East Somerset,South West,2020-04-12T23:59:00+01:00,115
E06000055,Bedford,East of England,2020-04-12T23:59:00+01:00,185
E09000004,Bexley,London,2020-04-12T23:59:00+01:00,402
E08000025,Birmingham,West Midlands,2020-04-12T23:59:00+01:00,1774
E06000008,Blackburn with Darwen,North West,2020-04-12T23:59:00+01:00,139
E06000009,Blackpool,North West,2020-04-12T23:59:00+01:00,131
E08000001,Bolton,North West,2020-04-12T23:59:00+01:00,321
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-04-12T23:59:00+01:00,203
E06000036,Bracknell Forest,South East,2020-04-12T23:59:00+01:00,103
E08000032,Bradford,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,377
E09000005,Brent,London,2020-04-12T23:59:00+01:00,987
E06000043,Brighton and Hove,South East,2020-04-12T23:59:00+01:00,204
E06000023,"Bristol, City of",South West,2020-04-12T23:59:00+01:00,304
E09000006,Bromley,London,2020-04-12T23:59:00+01:00,724
E10000002,Buckinghamshire,South East,2020-04-12T23:59:00+01:00,454
E08000002,Bury,North West,2020-04-12T23:59:00+01:00,213
E08000033,Calderdale,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,140
E10000003,Cambridgeshire,East of England,2020-04-12T23:59:00+01:00,357
E09000007,Camden,London,2020-04-12T23:59:00+01:00,414
E06000056,Central Bedfordshire,East of England,2020-04-12T23:59:00+01:00,239
E06000049,Cheshire East,North West,2020-04-12T23:59:00+01:00,368
E06000050,Cheshire West and Chester,North West,2020-04-12T23:59:00+01:00,383
E06000052,Cornwall and Isles of Scilly,South West,2020-04-12T23:59:00+01:00,290
E06000047,County Durham,North East,2020-04-12T23:59:00+01:00,566
E08000026,Coventry,West Midlands,2020-04-12T23:59:00+01:00,370
E09000008,Croydon,London,2020-04-12T23:59:00+01:00,937
E10000006,Cumbria,North West,2020-04-12T23:59:00+01:00,1165
E06000005,Darlington,North East,2020-04-12T23:59:00+01:00,130
E06000015,Derby,East Midlands,2020-04-12T23:59:00+01:00,343
E10000007,Derbyshire,East Midlands,2020-04-12T23:59:00+01:00,696
E10000008,Devon,South West,2020-04-12T23:59:00+01:00,355
E08000017,Doncaster,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,198
E06000059,Dorset,South West,2020-04-12T23:59:00+01:00,192
E08000027,Dudley,West Midlands,2020-04-12T23:59:00+01:00,411
E09000009,Ealing,London,2020-04-12T23:59:00+01:00,689
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,204
E10000011,East Sussex,South East,2020-04-12T23:59:00+01:00,335
E09000010,Enfield,London,2020-04-12T23:59:00+01:00,498
E10000012,Essex,East of England,2020-04-12T23:59:00+01:00,1418
E08000037,Gateshead,North East,2020-04-12T23:59:00+01:00,264
E10000013,Gloucestershire,South West,2020-04-12T23:59:00+01:00,598
E09000011,Greenwich,London,2020-04-12T23:59:00+01:00,460
E09000012,Hackney and City of London,London,2020-04-12T23:59:00+01:00,498
E06000006,Halton,North West,2020-04-12T23:59:00+01:00,183
E09000013,Hammersmith and Fulham,London,2020-04-12T23:59:00+01:00,370
E10000014,Hampshire,South East,2020-04-12T23:59:00+01:00,1573
E09000014,Haringey,London,2020-04-12T23:59:00+01:00,380
E09000015,Harrow,London,2020-04-12T23:59:00+01:00,633
E06000001,Hartlepool,North East,2020-04-12T23:59:00+01:00,69
E09000016,Havering,London,2020-04-12T23:59:00+01:00,424
E06000019,"Herefordshire, County of",West Midlands,2020-04-12T23:59:00+01:00,98
E10000015,Hertfordshire,East of England,2020-04-12T23:59:00+01:00,1344
E09000017,Hillingdon,London,2020-04-12T23:59:00+01:00,487
E09000018,Hounslow,London,2020-04-12T23:59:00+01:00,460
E06000046,Isle of Wight,South East,2020-04-12T23:59:00+01:00,53
E09000019,Islington,London,2020-04-12T23:59:00+01:00,316
E09000020,Kensington and Chelsea,London,2020-04-12T23:59:00+01:00,352
E10000016,Kent,South East,2020-04-12T23:59:00+01:00,1490
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-04-12T23:59:00+01:00,112
E09000021,Kingston upon Thames,London,2020-04-12T23:59:00+01:00,277
E08000034,Kirklees,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,318
E08000011,Knowsley,North West,2020-04-12T23:59:00+01:00,285
E09000022,Lambeth,London,2020-04-12T23:59:00+01:00,848
E10000017,Lancashire,North West,2020-04-12T23:59:00+01:00,1453
E08000035,Leeds,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,628
E06000016,Leicester,East Midlands,2020-04-12T23:59:00+01:00,363
E10000018,Leicestershire,East Midlands,2020-04-12T23:59:00+01:00,507
E09000023,Lewisham,London,2020-04-12T23:59:00+01:00,674
E10000019,Lincolnshire,East Midlands,2020-04-12T23:59:00+01:00,413
E08000012,Liverpool,North West,2020-04-12T23:59:00+01:00,849
E06000032,Luton,East of England,2020-04-12T23:59:00+01:00,313
E08000003,Manchester,North West,2020-04-12T23:59:00+01:00,611
E06000035,Medway,South East,2020-04-12T23:59:00+01:00,338
E09000024,Merton,London,2020-04-12T23:59:00+01:00,471
E06000002,Middlesbrough,North East,2020-04-12T23:59:00+01:00,258
E06000042,Milton Keynes,South East,2020-04-12T23:59:00+01:00,273
E08000021,Newcastle upon Tyne,North East,2020-04-12T23:59:00+01:00,536
E09000025,Newham,London,2020-04-12T23:59:00+01:00,736
E10000020,Norfolk,East of England,2020-04-12T23:59:00+01:00,595
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,64
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,95
E06000024,North Somerset,South West,2020-04-12T23:59:00+01:00,112
E08000022,North Tyneside,North East,2020-04-12T23:59:00+01:00,294
E10000023,North Yorkshire,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,436
E10000021,Northamptonshire,East Midlands,2020-04-12T23:59:00+01:00,688
E06000057,Northumberland,North East,2020-04-12T23:59:00+01:00,363
E06000018,Nottingham,East Midlands,2020-04-12T23:59:00+01:00,299
E10000024,Nottinghamshire,East Midlands,2020-04-12T23:59:00+01:00,635
E08000004,Oldham,North West,2020-04-12T23:59:00+01:00,306
E10000025,Oxfordshire,South East,2020-04-12T23:59:00+01:00,784
E06000031,Peterborough,East of England,2020-04-12T23:59:00+01:00,101
E06000026,Plymouth,South West,2020-04-12T23:59:00+01:00,142
E06000044,Portsmouth,South East,2020-04-12T23:59:00+01:00,169
E06000038,Reading,South East,2020-04-12T23:59:00+01:00,159
E09000026,Redbridge,London,2020-04-12T23:59:00+01:00,493
E06000003,Redcar and Cleveland,North East,2020-04-12T23:59:00+01:00,149
E09000027,Richmond upon Thames,London,2020-04-12T23:59:00+01:00,267
E08000005,Rochdale,North West,2020-04-12T23:59:00+01:00,251
E08000018,Rotherham,Yorkshire and The Humber,2020-04-12T23:59:00+01:00,338
