Code,UTLA,Region,Timestamp,Confirmed,Deaths,Backdated
E06000001,Hartlepool,North East,2023-07-05 23:59:00+01:00,36827,405,
E06000002,Middlesbrough,North East,2023-07-05 23:59:00+01:00,58055,593,
E06000003,Redcar and Cleveland,North East,2023-07-05 23:59:00+01:00,52991,567,
E06000004,Stockton-on-Tees,North East,2023-07-05 23:59:00+01:00,78748,745,
E06000005,Darlington,North East,2023-07-05 23:59:00+01:00,42471,444,
E06000006,Halton,North West,2023-07-05 23:59:00+01:00,55075,460,
E06000007,Warrington,North West,2023-07-05 23:59:00+01:00,86254,776,
E06000008,Blackburn with Darwen,North West,2023-07-05 23:59:00+01:00,61110,654,
E06000009,Blackpool,North West,2023-07-05 23:59:00+01:00,56621,790,
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2023-07-05 23:59:00+01:00,98888,1067,
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2023-07-05 23:59:00+01:00,120926,1416,
E06000012,North East Lincolnshire,Yorkshire and The Humber,2023-07-05 23:59:00+01:00,58627,508,
E06000013,North Lincolnshire,Yorkshire and The Humber,2023-07-05 23:59:00+01:00,60259,569,
E06000014,York,Yorkshire and The Humber,2023-07-05 23:59:00+01:00,74451,646,
E06000015,Derby,East Midlands,2023-07-05 23:59:00+01:00,97062,1096,
E06000016,Leicester,East Midlands,2023-07-05 23:59:00+01:00,130569,1243,
E06000017,Rutland,East Midlands,2023-07-05 23:59:00+01:00,13425,114,
E06000018,Nottingham,East Midlands,2023-07-05 23:59:00+01:00,120587,1093,
E06000019,"Herefordshire, County of",West Midlands,2023-07-05 23:59:00+01:00,61224,614,
E06000020,Telford and Wrekin,West Midlands,2023-07-05 23:59:00+01:00,70683,558,
E06000021,Stoke-on-Trent,West Midlands,2023-07-05 23:59:00+01:00,99390,1160,
E06000022,Bath and North East Somerset,South West,2023-07-05 23:59:00+01:00,68317,440,
E06000023,"Bristol, City of",South West,2023-07-05 23:59:00+01:00,186182,908,
E06000024,North Somerset,South West,2023-07-05 23:59:00+01:00,80316,629,
E06000025,South Gloucestershire,South West,2023-07-05 23:59:00+01:00,110186,647,
E06000026,Plymouth,South West,2023-07-05 23:59:00+01:00,103200,581,
E06000027,Torbay,South West,2023-07-05 23:59:00+01:00,49657,454,
E06000030,Swindon,South West,2023-07-05 23:59:00+01:00,82841,527,
E06000031,Peterborough,East of England,2023-07-05 23:59:00+01:00,82212,575,
E06000032,Luton,East of England,2023-07-05 23:59:00+01:00,82238,826,
E06000033,Southend-on-Sea,East of England,2023-07-05 23:59:00+01:00,68069,890,
E06000034,Thurrock,East of England,2023-07-05 23:59:00+01:00,67835,678,
E06000035,Medway,South East,2023-07-05 23:59:00+01:00,104355,1049,
E06000036,Bracknell Forest,South East,2023-07-05 23:59:00+01:00,48436,305,
E06000037,West Berkshire,South East,2023-07-05 23:59:00+01:00,56815,368,
E06000038,Reading,South East,2023-07-05 23:59:00+01:00,64708,449,
E06000039,Slough,South East,2023-07-05 23:59:00+01:00,56387,430,
