Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-14T23:59:00+00:00,925
N92000002,Northern Ireland,2020-03-14T23:59:00+00:00,34
S92000003,Scotland,2020-03-14T23:59:00+00:00,121
W92000004,Wales,2020-03-14T23:59:00+00:00,60
