Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-10-05 23:59:00+01:00,441528,37625
N92000002,Northern Ireland,2020-10-05 23:59:00+01:00,14690,584
S92000003,Scotland,2020-10-05 23:59:00+01:00,32906,2530
W92000004,Wales,2020-10-05 23:59:00+01:00,26447,1630
