Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-11-12 23:59:00+00:00,1104143,44773
N92000002,Northern Ireland,2020-11-12 23:59:00+00:00,45241,825
S92000003,Scotland,2020-11-12 23:59:00+00:00,77660,3188
W92000004,Wales,2020-11-12 23:59:00+00:00,63151,2142
