Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-04-12 23:59:00+01:00,3822371,111810
N92000002,Northern Ireland,2021-04-12 23:59:00+01:00,118364,2129
S92000003,Scotland,2021-04-12 23:59:00+01:00,222161,7630
W92000004,Wales,2021-04-12 23:59:00+01:00,210447,5531
