Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-24T23:59:00+00:00,6843
N92000002,Northern Ireland,2020-03-24T23:59:00+00:00,172
S92000003,Scotland,2020-03-24T23:59:00+00:00,584
W92000004,Wales,2020-03-24T23:59:00+00:00,478
