Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-16T23:59:00+00:00,1196
N92000002,Northern Ireland,2020-03-16T23:59:00+00:00,52
S92000003,Scotland,2020-03-16T23:59:00+00:00,171
W92000004,Wales,2020-03-16T23:59:00+00:00,124
