Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-09-15 23:59:00+01:00,323029,36996
N92000002,Northern Ireland,2020-09-15 23:59:00+01:00,8502,571
S92000003,Scotland,2020-09-15 23:59:00+01:00,23016,2500
W92000004,Wales,2020-09-15 23:59:00+01:00,19681,1597
