Code,Country,Timestamp,Confirmed,Deaths
S92000003,Scotland,2020-07-08 13:07:15.219221+00:00,18309,2489
E92000001,England,2020-07-08 13:07:15.219221+00:00,246992,39936
N92000002,Northern Ireland,2020-07-08 13:07:15.219221+00:00,5765,554
W92000004,Wales,2020-07-08 13:07:15.219221+00:00,15913,1538
