Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-15T23:59:00+00:00,1099
N92000002,Northern Ireland,2020-03-15T23:59:00+00:00,45
S92000003,Scotland,2020-03-15T23:59:00+00:00,153
W92000004,Wales,2020-03-15T23:59:00+00:00,94
