Code,UTLA,Region,Timestamp,Confirmed
E09000002,Barking and Dagenham,London,2020-07-31 12:59:03.443300+00:00,755
E09000003,Barnet,London,2020-07-31 12:59:03.443300+00:00,1673
E08000025,Birmingham,West Midlands,2020-07-31 12:59:03.443300+00:00,5239
E08000001,Bolton,North West,2020-07-31 12:59:03.443300+00:00,1987
E09000005,Brent,London,2020-07-31 12:59:03.443300+00:00,1798
E09000007,Camden,London,2020-07-31 12:59:03.443300+00:00,723
E06000056,Central Bedfordshire,East of England,2020-07-31 12:59:03.443300+00:00,1270
E06000050,Cheshire West and Chester,North West,2020-07-31 12:59:03.443300+00:00,2040
E06000005,Darlington,North East,2020-07-31 12:59:03.443300+00:00,609
E09000009,Ealing,London,2020-07-31 12:59:03.443300+00:00,1611
E09000015,Harrow,London,2020-07-31 12:59:03.443300+00:00,1320
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-07-31 12:59:03.443300+00:00,1575
E10000017,Lancashire,North West,2020-07-31 12:59:03.443300+00:00,7116
E08000035,Leeds,Yorkshire and The Humber,2020-07-31 12:59:03.443300+00:00,3832
E09000023,Lewisham,London,2020-07-31 12:59:03.443300+00:00,1239
E08000012,Liverpool,North West,2020-07-31 12:59:03.443300+00:00,2556
E06000002,Middlesbrough,North East,2020-07-31 12:59:03.443300+00:00,971
E06000042,Milton Keynes,South East,2020-07-31 12:59:03.443300+00:00,877
E10000023,North Yorkshire,Yorkshire and The Humber,2020-07-31 12:59:03.443300+00:00,2572
E06000018,Nottingham,East Midlands,2020-07-31 12:59:03.443300+00:00,1221
E06000026,Plymouth,South West,2020-07-31 12:59:03.443300+00:00,673
E06000038,Reading,South East,2020-07-31 12:59:03.443300+00:00,803
E08000006,Salford,North West,2020-07-31 12:59:03.443300+00:00,1453
E08000014,Sefton,North West,2020-07-31 12:59:03.443300+00:00,1570
E06000051,Shropshire,West Midlands,2020-07-31 12:59:03.443300+00:00,1435
E06000039,Slough,South East,2020-07-31 12:59:03.443300+00:00,664
E10000027,Somerset,South West,2020-07-31 12:59:03.443300+00:00,1310
E08000007,Stockport,North West,2020-07-31 12:59:03.443300+00:00,1735
E06000004,Stockton-on-Tees,North East,2020-07-31 12:59:03.443300+00:00,982
E08000024,Sunderland,North East,2020-07-31 12:59:03.443300+00:00,1785
E06000007,Warrington,North West,2020-07-31 12:59:03.443300+00:00,1343
E10000032,West Sussex,South East,2020-07-31 12:59:03.443300+00:00,2801
E06000054,Wiltshire,South West,2020-07-31 12:59:03.443300+00:00,1295
E06000040,Windsor and Maidenhead,South East,2020-07-31 12:59:03.443300+00:00,420
E08000015,Wirral,North West,2020-07-31 12:59:03.443300+00:00,2067
E06000055,Bedford,East of England,2020-07-31 12:59:03.443300+00:00,1347
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-07-31 12:59:03.443300+00:00,834
E06000036,Bracknell Forest,South East,2020-07-31 12:59:03.443300+00:00,388
