Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2022-02-16 23:59:00+00:00,15727107,139398
N92000002,Northern Ireland,2022-02-16 23:59:00+00:00,596742,3165
S92000003,Scotland,2022-02-16 23:59:00+00:00,1319373,10544
W92000004,Wales,2022-02-16 23:59:00+00:00,804484,6931
