Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-18T23:59:00+00:00,2182
N92000002,Northern Ireland,2020-03-18T23:59:00+00:00,68
S92000003,Scotland,2020-03-18T23:59:00+00:00,227
W92000004,Wales,2020-03-18T23:59:00+00:00,149
