Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-13T23:59:00+00:00,645
N92000002,Northern Ireland,2020-03-13T23:59:00+00:00,29
S92000003,Scotland,2020-03-13T23:59:00+00:00,85
W92000004,Wales,2020-03-13T23:59:00+00:00,38
