Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-05-12 23:59:00+01:00,3880345,112274
N92000002,Northern Ireland,2021-05-12 23:59:00+01:00,121224,2148
S92000003,Scotland,2021-05-12 23:59:00+01:00,228423,7661
W92000004,Wales,2021-05-12 23:59:00+01:00,211983,5557
