Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2021-07-29 23:59:00+01:00,5064671,113807
N92000002,Northern Ireland,2021-07-29 23:59:00+01:00,154167,2178
S92000003,Scotland,2021-07-29 23:59:00+01:00,342704,7924
W92000004,Wales,2021-07-29 23:59:00+01:00,240019,5606
