Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-12-04 23:59:00+00:00,1452137,53025
N92000002,Northern Ireland,2020-12-04 23:59:00+00:00,54177,1032
S92000003,Scotland,2020-12-04 23:59:00+00:00,98686,3889
W92000004,Wales,2020-12-04 23:59:00+00:00,85432,2671
