Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-10T23:59:00+00:00,324
N92000002,Northern Ireland,2020-03-10T23:59:00+00:00,16
S92000003,Scotland,2020-03-10T23:59:00+00:00,27
W92000004,Wales,2020-03-10T23:59:00+00:00,6
