Code,Country,Timestamp,Confirmed,Deaths
E92000001,England,2020-12-11 23:59:00+00:00,1549660,55508
N92000002,Northern Ireland,2020-12-11 23:59:00+00:00,57257,1111
S92000003,Scotland,2020-12-11 23:59:00+00:00,104306,4069
W92000004,Wales,2020-12-11 23:59:00+00:00,98232,2818
