Code,UTLA,Region,Timestamp,Confirmed,Deaths,Backdated
E06000001,Hartlepool,North East,2020-11-12 23:59:00+00:00,3113,107,C
E06000002,Middlesbrough,North East,2020-11-12 23:59:00+00:00,4669,191,C
E06000003,Redcar and Cleveland,North East,2020-11-12 23:59:00+00:00,3659,142,C
E06000004,Stockton-on-Tees,North East,2020-11-12 23:59:00+00:00,6245,172,C
E06000005,Darlington,North East,2020-11-12 23:59:00+00:00,2660,116,C
E06000006,Halton,North West,2020-11-12 23:59:00+00:00,4117,137,C
E06000007,Warrington,North West,2020-11-12 23:59:00+00:00,7452,227,C
E06000008,Blackburn with Darwen,North West,2020-11-12 23:59:00+00:00,8368,137,C
E06000009,Blackpool,North West,2020-11-12 23:59:00+00:00,4578,190,C
E06000010,"Kingston upon Hull, City of",Yorkshire and The Humber,2020-11-12 23:59:00+00:00,7548,240,C
E06000011,East Riding of Yorkshire,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,7738,286,C
E06000012,North East Lincolnshire,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,3877,86,C
E06000013,North Lincolnshire,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,3464,109,C
E06000014,York,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,4408,115,C
E06000015,Derby,East Midlands,2020-11-12 23:59:00+00:00,6253,271,C
E06000016,Leicester,East Midlands,2020-11-12 23:59:00+00:00,13981,310,C
E06000017,Rutland,East Midlands,2020-11-12 23:59:00+00:00,423,17,C
E06000018,Nottingham,East Midlands,2020-11-12 23:59:00+00:00,13451,263,C
E06000019,"Herefordshire, County of",West Midlands,2020-11-12 23:59:00+00:00,1957,111,C
E06000020,Telford and Wrekin,West Midlands,2020-11-12 23:59:00+00:00,3156,88,C
E06000021,Stoke-on-Trent,West Midlands,2020-11-12 23:59:00+00:00,6624,212,C
E06000022,Bath and North East Somerset,South West,2020-11-12 23:59:00+00:00,2554,48,C
E06000023,"Bristol, City of",South West,2020-11-12 23:59:00+00:00,10363,167,C
E06000024,North Somerset,South West,2020-11-12 23:59:00+00:00,2956,127,C
E06000025,South Gloucestershire,South West,2020-11-12 23:59:00+00:00,4419,133,C
E06000026,Plymouth,South West,2020-11-12 23:59:00+00:00,2984,93,C
E06000027,Torbay,South West,2020-11-12 23:59:00+00:00,1530,73,C
E06000030,Swindon,South West,2020-11-12 23:59:00+00:00,2973,115,C
E06000031,Peterborough,East of England,2020-11-12 23:59:00+00:00,3480,106,C
E06000032,Luton,East of England,2020-11-12 23:59:00+00:00,4397,204,C
E06000033,Southend-on-Sea,East of England,2020-11-12 23:59:00+00:00,1892,165,C
E06000034,Thurrock,East of England,2020-11-12 23:59:00+00:00,2147,178,C
E06000035,Medway,South East,2020-11-12 23:59:00+00:00,3134,190,C
E06000036,Bracknell Forest,South East,2020-11-12 23:59:00+00:00,1178,59,C
E06000037,West Berkshire,South East,2020-11-12 23:59:00+00:00,1385,75,C
E06000038,Reading,South East,2020-11-12 23:59:00+00:00,2098,132,C
E06000039,Slough,South East,2020-11-12 23:59:00+00:00,2711,98,C
E06000040,Windsor and Maidenhead,South East,2020-11-12 23:59:00+00:00,2011,90,C
E06000041,Wokingham,South East,2020-11-12 23:59:00+00:00,1724,109,C
E06000042,Milton Keynes,South East,2020-11-12 23:59:00+00:00,2788,112,C
E06000043,Brighton and Hove,South East,2020-11-12 23:59:00+00:00,3304,117,C
E06000044,Portsmouth,South East,2020-11-12 23:59:00+00:00,2878,84,C
E06000045,Southampton,South East,2020-11-12 23:59:00+00:00,2970,131,C
E06000046,Isle of Wight,South East,2020-11-12 23:59:00+00:00,803,79,C
E06000047,County Durham,North East,2020-11-12 23:59:00+00:00,15492,628,C
E06000049,Cheshire East,North West,2020-11-12 23:59:00+00:00,7771,405,C
E06000050,Cheshire West and Chester,North West,2020-11-12 23:59:00+00:00,7691,349,C
E06000051,Shropshire,West Midlands,2020-11-12 23:59:00+00:00,4676,224,C
E06000052,Cornwall and Isles of Scilly,South West,2020-11-12 23:59:00+00:00,3084,149,C
E06000054,Wiltshire,South West,2020-11-12 23:59:00+00:00,4019,223,C
E06000055,Bedford,East of England,2020-11-12 23:59:00+00:00,2790,182,C
E06000056,Central Bedfordshire,East of England,2020-11-12 23:59:00+00:00,3043,243,C
E06000057,Northumberland,North East,2020-11-12 23:59:00+00:00,6915,295,C
E06000058,"Bournemouth, Christchurch and Poole",South West,2020-11-12 23:59:00+00:00,5380,163,C
E06000059,Dorset,South West,2020-11-12 23:59:00+00:00,2713,121,C
E08000001,Bolton,North West,2020-11-12 23:59:00+00:00,13195,381,C
E08000002,Bury,North West,2020-11-12 23:59:00+00:00,8511,287,C
E08000003,Manchester,North West,2020-11-12 23:59:00+00:00,24761,487,C
E08000004,Oldham,North West,2020-11-12 23:59:00+00:00,12812,319,C
E08000005,Rochdale,North West,2020-11-12 23:59:00+00:00,10758,333,C
E08000006,Salford,North West,2020-11-12 23:59:00+00:00,11419,353,C
E08000007,Stockport,North West,2020-11-12 23:59:00+00:00,9258,340,C
E08000008,Tameside,North West,2020-11-12 23:59:00+00:00,9068,436,C
E08000009,Trafford,North West,2020-11-12 23:59:00+00:00,8001,268,C
E08000010,Wigan,North West,2020-11-12 23:59:00+00:00,14315,511,C
E08000011,Knowsley,North West,2020-11-12 23:59:00+00:00,7263,207,C
E08000012,Liverpool,North West,2020-11-12 23:59:00+00:00,21780,653,C
E08000013,St. Helens,North West,2020-11-12 23:59:00+00:00,6820,199,C
E08000014,Sefton,North West,2020-11-12 23:59:00+00:00,9554,375,C
E08000015,Wirral,North West,2020-11-12 23:59:00+00:00,9287,403,C
E08000016,Barnsley,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,8984,320,C
E08000017,Doncaster,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,10091,389,C
E08000018,Rotherham,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,9484,351,C
E08000019,Sheffield,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,21746,570,C
E08000021,Newcastle upon Tyne,North East,2020-11-12 23:59:00+00:00,10948,230,C
E08000022,North Tyneside,North East,2020-11-12 23:59:00+00:00,5545,136,C
E08000023,South Tyneside,North East,2020-11-12 23:59:00+00:00,4671,185,C
E08000024,Sunderland,North East,2020-11-12 23:59:00+00:00,9337,399,C
E08000025,Birmingham,West Midlands,2020-11-12 23:59:00+00:00,30298,1168,C
E08000026,Coventry,West Midlands,2020-11-12 23:59:00+00:00,7049,234,C
E08000027,Dudley,West Midlands,2020-11-12 23:59:00+00:00,7254,299,C
E08000028,Sandwell,West Midlands,2020-11-12 23:59:00+00:00,9198,401,C
E08000029,Solihull,West Midlands,2020-11-12 23:59:00+00:00,4750,239,C
E08000030,Walsall,West Midlands,2020-11-12 23:59:00+00:00,7207,355,C
E08000031,Wolverhampton,West Midlands,2020-11-12 23:59:00+00:00,6082,286,C
E08000032,Bradford,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,24727,553,C
E08000033,Calderdale,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,6548,147,C
E08000034,Kirklees,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,15469,383,C
E08000035,Leeds,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,29070,626,C
E08000036,Wakefield,Yorkshire and The Humber,2020-11-12 23:59:00+00:00,11011,309,C
E08000037,Gateshead,North East,2020-11-12 23:59:00+00:00,6620,259,C
E09000002,Barking and Dagenham,London,2020-11-12 23:59:00+00:00,3181,142,C
E09000003,Barnet,London,2020-11-12 23:59:00+00:00,5630,331,C
E09000004,Bexley,London,2020-11-12 23:59:00+00:00,3375,205,C
E09000005,Brent,London,2020-11-12 23:59:00+00:00,5040,398,C
E09000006,Bromley,London,2020-11-12 23:59:00+00:00,3953,259,C
E09000007,Camden,London,2020-11-12 23:59:00+00:00,2970,123,C
E09000008,Croydon,London,2020-11-12 23:59:00+00:00,4864,374,C
E09000009,Ealing,London,2020-11-12 23:59:00+00:00,6251,282,C
