Code,Country,Timestamp,Confirmed
E92000001,England,2020-03-23T23:59:00+00:00,5585
N92000002,Northern Ireland,2020-03-23T23:59:00+00:00,148
S92000003,Scotland,2020-03-23T23:59:00+00:00,499
W92000004,Wales,2020-03-23T23:59:00+00:00,418
